word,kelas,panjang,definisi,clue
AMBULANS,benda,8,kendaraan (mobil dan sebagainya) yang dilengkapi peralatan medis untuk mengangkut orang sa,Mobil sirene angkut pasien
TELEVISI,benda,8,pesawat penerima gambar siaran televisi,Kotak gambar bersuara rumah
PAKISTAN,benda,8,"negara di Asia Selatan, berbatasan dengan Afghanistan dan Iran di bagian barat, India di b",Negara tetangga barat India
PERTANDA,benda,8,gelagat; alamat,Tanda akan terjadi sesuatu
PANGGANG,aksi,8,dipanaskan (dimasak) di atas bara api,Masak di atas bara
FESTIVAL,benda,8,perlombaan,Perayaan meriah bertema
THAILAND,benda,8,"negara yang terletak di Asia Tenggara, beribu kota Bangkok",Negeri gajah putih ASEAN
REPUBLIK,benda,8,bentuk pemerintahan yang berkedaulatan rakyat dan dikepalai oleh seorang presiden,Negara dipimpin presiden
BANGKRUT,aksi,8,habis harta bendanya; jatuh miskin,Usaha gulung tikar
REPUTASI,benda,8,perbuatan dan sebagainya sebagai sebab mendapat nama baik; nama baik,Citra atau nama baik
MENDALAM,benda,8,"suku bangsa yang mendiami daerah sekitar Sungai Mendalam, Kalimantan; Mendalam",Menyeluruh sampai ke inti
EVAKUASI,benda,8,"pemindahan sesuatu (kendaraan, barang, dan sebagainya) ke tempat aman",Pengungsian dari bahaya
KUALITAS,benda,8,tingkat baik buruknya sesuatu; kadar,Mutu suatu barang
FORENSIK,benda,8,cabang ilmu kedokteran yang berhubungan dengan penerapan fakta medis pada masalah hukum,Kedokteran untuk penyidikan hukum
REVOLUSI,benda,8,perubahan yang cukup mendasar dalam suatu bidang,Perubahan besar dan cepat
STRUKTUR,benda,8,yang disusun dengan pola tertentu,Susunan bagian teratur
PRIHATIN,aksi,8,menahan diri; bertarak,Rasa sedih dan iba
PRODUKSI,benda,8,hasil,Kegiatan menghasilkan barang
KOMENTAR,benda,8,"ulasan atau tanggapan atas berita, pidato, dan sebagainya (untuk menerangkan atau menjelas",Tanggapan atas suatu hal
INSINYUR,benda,8,"sarjana teknik (sipil, listrik, pertambangan, pertanian, mesin, dan sebagainya)",Ahli di bidang teknik
PSIKOPAT,benda,8,orang yang karena kelainan jiwa menunjukkan perilaku yang menyimpang sehingga mengalami ke,Pengidap gangguan jiwa kejam
CANGGUNG,benda,8,alang tempat ayam dan sebagainya bertenggek,Kaku dan kikuk
KAMPANYE,benda,8,"gerakan (tindakan) serentak (untuk melawan, mengadakan aksi, dan sebagainya)",Gerakan menggalang dukungan
SAMPANYE,benda,8,"minuman yang mengandung alkohol, dibuat dari sari anggur yang jernih kemilau (berasal dari",Anggur berbuih untuk perayaan
DESEMBER,benda,8,bulan ke-12 atau bulan terakhir tarikh Masehi (31 hari),Bulan penghujung tahun
SEMESTER,benda,8,tengah tahun (enam bulan),Jangka enam bulan
VIRGINIA,benda,8,varietas tembakau yang biasa digunakan untuk rokok tanpa campuran cengkih,Jenis tembakau rokok putih
SKENARIO,benda,8,"rancangan penyelenggaraan (upacara, pesta, dan sebagainya)",Naskah jalan cerita film
EKSPRESI,benda,8,pandangan air muka yang memperlihatkan perasaan seseorang,Mimik pengungkap perasaan
KOMPLEKS,benda,8,himpunan kesatuan; kelompok,Gugusan perumahan berkelompok
TRANSFER,aksi,8,pindah atau beralih tempat,Beralih ke tempat lain
KANDIDAT,benda,8,calon; bakal,Bakal peserta pemilihan
DISIPLIN,benda,8,"tata tertib (di sekolah, kemiliteran, dan sebagainya)",Kepatuhan pada aturan
NOVEMBER,benda,8,bulan ke-11 tarikh Masehi (30 hari),Bulan kesebelas tahun Masehi
KELILING,benda,8,lingkungan di sekitar sesuatu,Kawasan sekitar suatu tempat
TURNAMEN,benda,8,pertandingan (tenis dan sebagainya) yang diikuti oleh beberapa regu,Kejuaraan banyak peserta regu
INFORMAN,benda,8,orang yang memberi informasi,Pemberi keterangan atau data
OPERATOR,benda,8,"orang yang bertugas menjaga, melayani, dan menjalankan suatu peralatan, mesin, telepon, ra",Petugas penjalan mesin
GANGSTER,benda,8,penjahat; bandit,Anggota komplotan penjahat
APLIKASI,benda,8,tambahan,Perangkat lunak di ponsel
PRODUSER,benda,8,tungku pembuat gas,Penyandang dana film
OTORITAS,benda,8,hak untuk bertindak,Wewenang atau kekuasaan
PARTIKEL,benda,8,unsur butir (dasar) benda atau bagian benda yang sangat kecil dan berdimensi; materi yang,Butiran materi sangat kecil
POLITISI,benda,8,politikus,Tokoh kancah kenegaraan
BEASISWA,benda,8,tunjangan yang diberikan kepada pelajar atau mahasiswa sebagai bantuan biaya belajar,Bantuan biaya bagi pelajar
POPULASI,benda,8,seluruh jumlah orang atau penduduk di suatu daerah,Jumlah seluruh penduduk daerah
INDIVIDU,benda,8,orang seorang; pribadi orang (terpisah dari yang lain),Satu orang perseorangan
ANALISIS,benda,8,penjabaran sesudah dikaji sebaik-baiknya,Penyelidikan mendalam suatu masalah
PINGGANG,benda,8,bagian tubuh antara perut dan dada (di sebelah belakang atau di sisi),Bagian tubuh tempat sabuk
SEGITIGA,benda,8,bidang yang bersisi tiga,Bentuk tiga sudut
EKSEKUSI,benda,8,penjualan harta orang karena berdasarkan penyitaan,Pelaksanaan hukuman final
STARLING,benda,8,penjual kopi yang menjajakan dagangan mereka menggunakan sepeda; dari Starbucks keliling,Penjaja kopi bersepeda
KEPITING,benda,8,"krustasea yang biasanya memiliki sepuluh kaki dengan dua di antaranya merupakan sepit, per",Berjalan menyamping bercapit
PREDATOR,benda,8,binatang yang hidupnya dari memangsa binatang lain; hewan pemangsa hewan lain,Pemangsa di alam
TERMINAL,benda,8,"perhentian penghabisan (bus, kereta api, dan sebagainya); stasiun",Stasiun akhir bus
KOMITMEN,benda,8,tanggung jawab,Janji pegang teguh
FORMULIR,benda,8,lembar isian; surat isian,Kertas isian data
PRESTASI,benda,8,"hasil yang telah dicapai (dari yang telah dilakukan, dikerjakan, dan sebagainya)",Hasil kerja membanggakan
KERINGAT,benda,8,air yang keluar melalui pori-pori tubuh (karena panas dan sebagainya); peluh,Cairan tubuh kepanasan
PIRAMIDA,benda,8,bangunan dari batu yang berbentuk limas sebagai tempat menyimpan mumi raja-raja Mesir zama,Bangunan segitiga raksasa
REALITAS,benda,8,kenyataan,Keadaan yang sebenarnya
FEBRUARI,benda,8,"bulan ke-2 tahun Masehi (28 hari, kecuali pada tahun kabisat 29 hari)",Bulan terpendek tahun Masehi
ASOSIASI,benda,8,persatuan antarrekan usaha; persekutuan dagang,Perkumpulan rekan usaha
FENOMENA,benda,8,fakta; kenyataan,Kejadian yang tampak nyata
PANGLIMA,benda,8,pemimpin kesatuan tentara,Pemimpin pasukan perang
SENGSARA,benda,8,kesulitan dan kesusahan hidup; penderitaan,Derita hidup berat
JURNALIS,benda,8,orang yang pekerjaannya mengumpulkan dan menulis berita di media massa cetak atau elektron,Pencari berita lapangan
INVESTOR,benda,8,penanam uang atau modal; orang yang menanamkan uangnya dalam usaha dengan tujuan mendapatk,Penanam modal usaha
ATMOSFER,benda,8,suasana perasaan yang bersifat imajinatif dalam naskah drama yang diciptakan oleh pengaran,Lapisan udara Bumi
MEMPELAI,benda,8,orang yang sedang melangsungkan pernikahannya; pengantin,Pasangan yang menikah
ANUGERAH,benda,8,pemberian atau ganjaran dari pihak atas (orang besar dan sebagainya) kepada pihak bawah (o,Pemberian istimewa Tuhan
PROPOSAL,benda,8,rencana yang dituangkan dalam bentuk rancangan kerja,Rencana kerja tertulis
TIKUNGAN,benda,8,kelok (jalan); belokan,Belokan jalan tajam
SIMULASI,benda,8,penggambaran suatu sistem atau proses dengan peragaan berupa model statistik atau pemerana,Peragaan mirip aslinya
KARDINAL,benda,8,gelar untuk pejabat tinggi Vatikan yang diangkat oleh Paus dan memiliki hak untuk memilih,Pejabat tinggi gereja Katolik
PROVINSI,benda,8,wilayah atau daerah yang dikepalai oleh gubernur,Daerah dikepalai gubernur
PARLEMEN,benda,8,badan yang terdiri atas wakil-wakil rakyat yang dipilih dan bertanggung jawab atas perunda,Badan wakil rakyat
KOLEKTOR,benda,8,orang yang mengumpulkan dana,Pengumpul barang kesukaan
ASTEROID,benda,8,"benda langit kecil, anggota tata surya yang jumlahnya puluhan ribu, menghuni ruang antara",Batu kecil luar angkasa
TELESKOP,benda,8,teropong besar untuk melihat barang yang jauh (bintang),Alat pengintai bintang
TENGGARA,benda,8,mata angin yang arahnya antara timur dan selatan,Arah mata angin serong
ALMARHUM,aksi,8,meninggal dunia,Sebutan bagi yang wafat
PENTAGON,benda,8,bidang bersegi dan bersisi lima,Bangun datar lima sisi
MAKSIMUM,benda,8,yang paling banyak; yang paling tinggi,Batas paling tinggi
KESATRIA,benda,8,"orang (prajurit, perwira) yang gagah berani; pemberani",Prajurit gagah berani
MOTIVASI,benda,8,hal yang biasa digunakan dalam pelatihan aktor yang menggunakan prinsip-prinsip keaktoran,Dorongan semangat diri
KALENDER,benda,8,jadwal kegiatan di suatu perguruan atau lembaga,Penunjuk tanggal dan bulan
BIARAWAN,benda,8,laki-laki yang hidup di dalam biara,Pria pelayan Tuhan
KATEGORI,benda,8,"bagian dari sistem klasifikasi (golongan, jenis pangkat, dan sebagainya)",Kelompok jenis tertentu
MARTABAT,benda,8,tingkat harkat kemanusiaan; harga diri,Harga diri seseorang
MENINJAU,benda,8,melinjo,Mengamati keadaan secara langsung
FEDERASI,benda,8,"gabungan beberapa perhimpunan yang bekerja sama dan seakan-akan merupakan satu badan, teta",Gabungan beberapa perhimpunan
DESAINER,benda,8,pendesain; perancang,Perancang busana atau produk
CENAYANG,benda,8,dukun (pawang) yang dapat berhubungan dengan makhluk halus,Perantara dengan makhluk halus
KANSELIR,benda,8,ketua perwakilan atau kedutaan,Kepala pemerintahan Jerman
OBLIGASI,benda,8,surat pinjaman dengan bunga tertentu dari pemerintah yang dapat diperjualbelikan,Surat utang berbunga
REKAYASA,benda,8,rencana jahat atau persekongkolan untuk merugikan dan sebagainya pihak lain,Persekongkolan untuk merugikan pihak
ARTILERI,benda,8,ilmu tentang mempergunakan senjata,Kesatuan senjata berat
EVALUASI,benda,8,penilaian,Proses penilaian hasil
MUKJIZAT,benda,8,kejadian (peristiwa) ajaib yang sukar dijangkau oleh kemampuan akal manusia,Keajaiban di luar nalar
ELEVATOR,benda,8,lift,Pengangkut antarlantai gedung
KERANGKA,benda,8,rangka (tulang-tulang),Susunan tulang tubuh
KOMPONEN,benda,8,bagian dari keseluruhan; unsur,Bagian dari keseluruhan
DERMAWAN,benda,8,"pemurah hati; orang yang suka bederma (beramal, bersedekah)",Orang yang murah hati
HIDROGEN,benda,8,"gas tidak berwarna, tidak berbau, tidak ada rasanya, menyesakkan, tetapi tidak bersifat ra",Gas kimia paling ringan
MIKROFON,benda,8,alat untuk mengubah gelombang bunyi ke dalam isyarat listrik untuk penyiaran atau perekama,Alat penangkap suara
ORKESTRA,benda,8,orkes,Kelompok besar pemain musik
DEKORASI,benda,8,setiap bagian dari perlengkapan dekor panggung teater,Hiasan panggung atau ruang
KALANGAN,benda,8,pasar yang beroperasi pada hari-hari tertentu saja,Golongan atau lingkungan tertentu
ATLANTIK,benda,8,"samudra yang berbatasan dengan benua Amerika, Antarktika, Afrika, dan Eropa",Samudra antara Amerika Eropa
MUSLIHAT,benda,8,daya upaya,Akal licik untuk menipu
KONVENSI,benda,8,"perjanjian antarnegara, para penguasa pemerintahan, dan sebagainya",Kesepakatan resmi antarpihak
NAVIGASI,benda,8,pelayaran; penerbangan,Penentuan arah perjalanan kapal
TEMBAKAU,benda,8,"racikan daun tembakau yang sudah kering untuk rokok, sugi, dan sebagainya",Daun kering bahan rokok
PREDIKSI,benda,8,ramalan; prakiraan,Perkiraan kejadian mendatang
DIABETES,benda,8,"penyakit yang ditandai dengan sekresi dan ekskresi urine dalam jumlah yang banyak, terutam",Penyakit gula darah tinggi
BELALANG,benda,8,serangga yang bersayap lurus dan mempunyai sepasang kaki belakang yang panjang dan membesa,Serangga peloncat bersayap lurus
GENETIKA,benda,8,susunan genetik suatu organisme,Ilmu tentang pewarisan sifat
KARNAVAL,benda,8,pawai dalam rangka pesta perayaan (biasanya mengetengahkan bermacam corak hal yang menarik,Pawai meriah perayaan pesta
MENDIANG,benda,8,orang yang telah mati; almarhum,Sebutan bagi yang wafat
BATALION,benda,8,kesatuan tentara yang merupakan bagian dari resimen (300�1.000 orang),Satuan tentara bagian resimen
PLATFORM,benda,8,rencana kerja; program,Landasan atau program kerja
KOMPROMI,benda,8,persetujuan dengan jalan damai atau saling mengurangi tuntutan (tentang persengketaan dan,Kesepakatan saling mengalah
DEFINISI,benda,8,tingkat kejelasan (ketajaman dan kontras) gambar,Batasan arti suatu kata
IMIGRASI,benda,8,perpindahan penduduk negara lain ke negara tertentu untuk menetap,Masuknya pendatang ke negara
BERANDAL,benda,8,pengacau,Pemuda pembuat onar
STROBERI,benda,8,buah stroberi,Buah merah kecil berbiji
MATERIAL,benda,8,bahan yang akan dipakai untuk membuat barang lain; bahan mentah untuk bangunan (seperti pa,Bahan mentah pembuatan barang
CEROBONG,benda,8,"pipa untuk menyalurkan asap ke luar; pipa asap (pada kapal, lokomotif, pabrik, dan sebagai",Pipa penyalur asap
FILIPINA,benda,8,"negara yang terletak di Asia Tenggara, beribu kota Manila",Negara ASEAN ribuan pulau
TELEGRAM,benda,8,berita yang dikirim dengan telegraf; kabar kawat,Kabar terkirim lewat kawat
ASTRONOM,benda,8,ahli astronomi,Ahli benda langit
INDIKASI,benda,8,tanda-tanda yang menarik perhatian; petunjuk,Tanda atau petunjuk awal
KAVALERI,benda,8,barisan (pasukan) berkuda,Pasukan tentara berkuda
PSIKOLOG,benda,8,ahli psikologi,Ahli ilmu jiwa
ENKRIPSI,benda,8,tulisan dalam kode; sandi,Pengubahan pesan jadi sandi
TAKHAYUL,benda,8,(sesuatu yang) hanya ada dalam khayal belaka,Kepercayaan pada hal gaib
MALAYSIA,benda,8,"negara yang terletak di Asia Tenggara, beribu kota Kuala Lumpur",Negara jiran serumpun Melayu
METAFORA,benda,8,"pemakaian kata atau kelompok kata bukan dengan arti yang sebenarnya, melainkan sebagai luk",Kiasan bukan makna sebenarnya
BARIKADE,benda,8,penghalang jalan,Rintangan penghadang jalan
SKUADRON,benda,8,sejumlah pesawat udara militer dan awak pesawatnya yang membentuk suatu kesatuan; eskadron,Kesatuan pesawat tempur militer
ARKEOLOG,benda,8,ahli arkeologi,Ahli benda purbakala
TEROPONG,benda,8,torak; buluh-buluh,Alat pengintai benda jauh
AKUARIUM,benda,8,bak kaca (biasanya diberi tanaman air dan sebagainya) tempat memelihara ikan hias,Bak kaca ikan hias
PERUNGGU,benda,8,logam campuran tembaga dan timah putih; gangsa1,Campuran tembaga dan timah
DETEKTOR,benda,8,alat untuk mencatat yang bekerja secara otomatis (misalnya mencatat perubahan suhu atau te,Alat pencatat perubahan otomatis
INTERIOR,benda,8,bagian dalam gedung (ruang dan sebagainya),Bagian dalam ruangan gedung
FAKULTAS,benda,8,"bagian perguruan tinggi tempat mempelajari suatu bidang ilmu, terdiri atas beberapa jurusa",Bagian dari perguruan tinggi
KONSELOR,benda,8,orang yang melayani konseling; penasihat; penyuluh,Pemberi nasihat dan penyuluhan
FILOSOFI,benda,8,filsafat,Ilmu dasar pemikiran hidup
FILSAFAT,benda,8,falsafah,Ilmu kebijaksanaan tentang hidup
TRANSISI,benda,8,salah satu kategori penggunaan efek bunyi dan musik,Masa peralihan keadaan
INSTITUT,benda,8,"organisasi, badan, atau perkumpulan yang bertujuan melakukan suatu penyelidikan ilmiah",Lembaga pendidikan tinggi
KONSUMSI,benda,8,makanan,Pemakaian barang atau makanan
KONSULAT,benda,8,kantor konsul,Kantor perwakilan negara asing
WASTAFEL,benda,8,"tempat membersihkan diri (cuci muka, cuci tangan, gosok gigi, bercukur), letaknya menempel",Bak cuci tangan dinding
MEDITASI,benda,8,pemusatan pikiran dan perasaan untuk mencapai sesuatu,Pemusatan pikiran mencari ketenangan
KERITING,benda,8,kartu klaver; keriting cengkih,Rambut ikal tidak lurus
MAHKAMAH,benda,8,badan tempat memutuskan hukum atas suatu perkara atau pelanggaran; pengadilan,Lembaga pemutus perkara hukum
PERSEPSI,benda,8,tanggapan (penerimaan) langsung dari sesuatu; serapan,Tanggapan atau pandangan seseorang
INSPEKSI,benda,8,wilayah jabatan inspektur; kantor inspektur,Pemeriksaan secara langsung
MASKAPAI,benda,8,perseroan dagang; perusahaan,Perusahaan penerbangan udara
PERSONEL,benda,8,"pegawai; anak buah; awak (kapal, pesawat terbang, dan sebagainya)",Pegawai atau anggota awak
MITOLOGI,benda,8,ilmu tentang keberadaan dewa-dewa dan pahlawan di masa lalu yang memiliki tafsir dan makna,Kumpulan cerita dewa kuno
PLANKTON,benda,8,"organisme laut berukuran mikroskopis, terdiri atas fitoplankton dan zooplankton, melayang",Organisme laut sangat kecil
JANGKRIK,benda,8,"serangga, biasa hidup di tanah (sawah), berwarna cokelat atau hitam, bersayap 2 pasang, me",Serangga berderik malam hari
BIDADARI,benda,8,perempuan yang elok,Peri cantik dari surga
DIPLOMAT,benda,8,"orang yang berkecimpung dalam bidang diplomasi (menteri luar negeri, duta besar, dan sebag",Wakil resmi urusan negara
ELEKTRIK,benda,8,listrik,Berkaitan aliran listrik
RESOLUSI,benda,8,pengukuran tingkat ketajaman gambar yang dihasilkan oleh pencetak atau monitor,Tingkat ketajaman gambar layar
MANDARIN,benda,8,jeruk keprok,Buah jeruk kecil manis
SPESIMEN,benda,8,contoh,Contoh untuk pengujian
RENOVASI,benda,8,"pembaruan; peremajaan; penyempurnaan (tentang gedung, bangunan dan sebagainya)",Perbaikan bangunan rusak
KONSUMEN,benda,8,penerima pesan iklan,Pemakai barang atau jasa
DIKTATOR,benda,8,"kepala pemerintahan yang mempunyai kekuasaan mutlak, biasanya diperoleh melalui kekerasan",Penguasa tunggal bertangan besi
TELEPATI,benda,8,"daya seseorang untuk berkomunikasi dengan orang lain yang jauh jaraknya, atau dapat menang",Komunikasi pikiran jarak jauh
KELENJAR,benda,8,alat tubuh yang menghasilkan getah atau sekret (tertentu); glandula,Organ penghasil getah tubuh
SEKURITI,benda,8,"(sesuatu yang menjamin) keamanan, kebebasan dari bahaya, atau kekhawatiran",Petugas penjaga keamanan
KOMPLAIN,benda,8,keluhan,Keluhan atas layanan buruk
DEDIKASI,benda,8,"pengorbanan tenaga, pikiran, dan waktu demi keberhasilan suatu usaha atau tujuan mulia; pe",Pengabdian penuh pada tugas
PRODUSEN,benda,8,penghasil barang,Pihak penghasil barang
REKREASI,benda,8,penyegaran kembali badan dan pikiran; sesuatu yang menggembirakan hati dan menyegarkan sep,Hiburan penyegar pikiran
DELEGASI,benda,8,pelimpahan wewenang,Utusan mewakili kelompok
PROYEKSI,benda,8,gambar suatu benda yang dibuat rata (mendatar) atau berupa garis pada bidang datar,Gambaran perhitungan masa depan
SINDIKAT,benda,8,perkumpulan orang jahat dengan berbagai keahlian,Kelompok kejahatan terorganisasi
SEMANGKA,benda,8,"tumbuhan menjalar, buahnya bulat dan besar, berwarna hijau dan halus, daging buahnya berwa",Buah besar berdaging merah
REFLEKSI,benda,8,cerminan; gambaran,Cerminan atau perenungan diri
TITANIUM,benda,8,"logam berwarna kelabu tua dan amorf; unsur dengan nomor atom 22, berlambang Ti, dan bobot",Logam kuat tahan karat
SABOTASE,benda,8,perusakan milik pemerintah dan sebagainya (oleh pemberontak),Perusakan sengaja diam-diam
BELATUNG,benda,8,bernga,Larva lalat pemakan bangkai
MEMORIAL,benda,8,sesuatu yang dibuat (didirikan) sebagai peringatan peristiwa bersejarah atau sebagai perin,Tugu peringatan peristiwa bersejarah
SOSIOPAT,benda,8,orang yang tidak dapat menyesuaikan diri dengan keadaan di dalam masyarakat,Orang tanpa empati sosial
KUNINGAN,benda,8,campuran logam terdiri atas tembaga (Cn) dan seng (Zn),Paduan tembaga dan seng
PORTUGAL,benda,8,"negara yang terletak di Eropa Barat Daya, beribu kota Lisboa",Negeri penjelajah samudra Eropa
SATURNUS,benda,8,planet ke-6 dari matahari; Zohal,Planet bercincin paling indah
KRITIKUS,benda,8,orang yang ahli dalam memberikan pertimbangan (pembahasan) tentang baik buruknya sesuatu,Penilai baik buruk karya
NITROGEN,benda,8,"gas tidak berwarna, tidak berasa, tidak berbau, dan tidak beracun; unsur dengan nomor atom",Gas utama pengisi udara
AYAHANDA,benda,8,kata sapaan hormat kepada ayah,Sapaan hormat bagi bapak
FURNITUR,benda,8,mebel,Perabot pengisi rumah
BELERANG,benda,8,sulfur,Unsur kuning menyengat
HIMALAYA,benda,8,"barisan pegunungan di Asia yang memisahkan anak benua India dari Dataran Tinggi Tibet, mem",Pegunungan tertinggi dunia Everest
GEOGRAFI,benda,8,"ilmu tentang permukaan bumi, iklim, penduduk, flora, fauna, serta hasil yang diperoleh dar",Ilmu peta dan iklim
PERKAKAS,benda,8,"segala yang dapat dipakai sebagai alat (seperti untuk makan, bekerja di dapur, perang)",Kumpulan alat kerja
HOLOGRAM,benda,8,gambar berwarna yang mempunyai tiga dimensi pada sehelai kertas sehingga tampak seolah-ola,Citra tiga dimensi cahaya
KILOGRAM,benda,8,satuan ukuran berat (massa) 1.000 g (disingkat kg),Satuan massa seribu gram
KATEDRAL,benda,8,gereja besar tempat kedudukan resmi uskup; gereja keuskupan,Gereja besar uskup
LANGSING,benda,8,nyaring; langsi,Tubuh ramping semampai
TIONGKOK,benda,8,"negara yang terletak di Asia Timur, ibu kotanya Beijing, luas wilayahnya 9,69 juta km2, me",Nama resmi negeri Cina
METEORIT,benda,8,sisa meteoroid yang tidak terbakar habis saat memasuki atmosfer planet dan jatuh ke permuk,Batu langit jatuh Bumi
SENTIMEN,benda,8,emosi yang berlebihan,Emosi berlebihan terhadap sesuatu
KOSMETIK,benda,8,"obat (bahan) untuk mempercantik wajah, kulit, rambut, dan sebagainya (seperti bedak, pemer",Bahan perias wajah
KATERING,benda,8,jasa boga,Jasa penyedia hidangan
VARIABEL,benda,8,sesuatu yang dapat berubah; faktor atau unsur yang ikut menentukan perubahan,Faktor yang bisa berubah
LAVENDER,benda,8,"perdu kecil berbulu yang batangnya bulat, daunnya memita, bunganya berwarna keunguan, buah",Bunga wangi warna ungu
MARSEKAL,benda,8,pangkat tertinggi dalam angkatan bersenjata beberapa negara dengan tanda empat bintang ema,Pangkat tertinggi angkatan udara
MAKLUMAT,benda,8,pengetahuan; mualamat,Pemberitahuan resmi kepada umum
DEPOSITO,benda,8,tindakan menyimpan uang di bank,Simpanan uang berjangka
SELANCAR,benda,8,kegiatan meramban informasi atau situs yang tersedia dalam internet,Olahraga meluncur atas ombak
AKUISISI,benda,8,perolehan; pemerolehan,Pengambilalihan kepemilikan usaha
CANGKANG,benda,8,kulit telur,Kulit keras pembungkus telur
