word,kelas,panjang,definisi,clue
SIANG,benda,5,waktu antara pagi dengan petang (kira-kira pukul 11.00�14.00),
HARAP,aksi,5,mohon; minta; hendaklah,
PAMAN,benda,5,adik laki-laki ayah atau ibu; pakcik,
HUKUM,benda,5,keputusan (pertimbangan) yang ditetapkan oleh hakim (dalam pengadilan); vonis,
TUGAS,benda,5,fungsi (jabatan),
KUNCI,benda,5,sendi (pertemuan) tulang,
ISTRI,benda,5,wanita yang dinikahi,
MILIK,benda,5,kepunyaan; hak,
KAKAK,benda,5,saudara tua,
BERAT,aksi,5,hamil,
SADAR,benda,5,dada; bagian depan,
MERAH,benda,5,ungar,
WAJAH,benda,5,gambaran; corak,
UDARA,benda,5,suasana,
JUJUR,benda,5,uang yang diberikan oleh pengantin laki-laki kepada calon mertuanya,
PUTIH,benda,5,warna dasar yang serupa dengan warna kapas,
GAGAL,aksi,5,tidak jadi,
DOLAR,benda,5,"mata uang di beberapa negara, seperti Amerika Serikat, Australia, dan Singapura",
MUSIK,benda,5,"ilmu atau seni menyusun nada atau suara dalam urutan, kombinasi, dan hubungan temporal unt",
MUSUH,benda,5,"bandingan, imbangan, tandingan",
MOHON,aksi,5,minta dengan hormat; berharap supaya mendapat sesuatu,
KARTU,benda,5,"papan sirkuit terbuat dari plastik, biasanya dipakai sebagai dasar tempel untuk cip",
JENIS,benda,5,mutu,
ACARA,benda,5,cara,
MANDI,aksi,5,bermandi,
KABUR,aksi,5,berlari cepat-cepat; melarikan diri,
DETIK,benda,5,tiruan bunyi arloji dan sebagainya,
HANTU,benda,5,roh jahat (yang dianggap terdapat di tempat-tempat tertentu),
COCOK,benda,5,kata penggolong bilangan bagi barang yang dirangkaikan dengan tusuk,
KANAN,benda,5,"arah, pihak, atau sisi bagian badan kita yang tidak berisi jantung; sisi (pihak) yang meru",
KALAH,aksi,5,tidak lulus (dalam ujian),
HUTAN,benda,5,tanah luas yang ditumbuhi pohon-pohon (biasanya tidak dipelihara orang),
UTARA,benda,5,mata angin yang arahnya berlawanan dengan selatan; mata angin yang arahnya sebelah kiri ji,
KOTAK,benda,5,petak,
NENEK,benda,5,ibu dari ayah atau dari ibu,
LAYAK,benda,5,"ikan yang dibelah memanjang dari ekor ke kepala, lalu dikeringkan tanpa diberi garam",
KULIT,benda,5,lapisan yang ada di luar sekali,
BUNGA,benda,5,tanda-tanda baik,
MAYAT,benda,5,badan atau tubuh orang yang sudah mati; jenazah,
PACAR,benda,5,inai,
AMPUN,benda,5,bukan main,
HOTEL,benda,5,bangunan berkamar banyak yang disewakan sebagai tempat untuk menginap dan tempat makan ora,
LELAH,aksi,5,melelah,
POHON,benda,5,asal mula; pokok sebab,
PUSAT,benda,5,pusar,
LAHIR,aksi,5,keluar dari kandungan,
TEWAS,aksi,5,kalah,
HASIL,benda,5,pajak; sewa tanah,
HEWAN,benda,5,binatang,
KACAU,aksi,5,bercampur aduk dengan (tidak dibeda-bedakan dengan); bertukar-tukar dengan,
IBLIS,benda,5,makhluk halus yang selalu berupaya menyesatkan manusia dari petunjuk Tuhan; roh jahat; set,
TARIK,aksi,5,hela,
SOBAT,benda,5,sahabat (yang karib),
HABIS,aksi,5,tamat,
PUTUS,aksi,5,habis,
LEMAH,benda,5,"ikan yang hidup di laut atau payau, ukurannya mencapai 40 cm, hidup di perairan tropis den",
SUAMI,benda,5,pria yang menikah dengan wanita secara sah,
BAHAN,benda,5,pecahan kayu (yang terbuang ketika menarah); tatal kayu,
ANGIN,benda,5,kentut,
TITIK,benda,5,ukuran tipografi sebesar 1/72 inci,
VIDEO,benda,5,rekaman gambar hidup untuk ditayangkan,
HARGA,benda,5,kehormatan (diri),
GANTI,aksi,5,berganti; bertukar; berpindah,
PULAU,benda,5,"tanah (daratan) yang dikelilingi air (di laut, di sungai, atau di danau)",
HUJAN,aksi,5,turun hujan,
SEDIH,benda,5,sedu; sedan; isak,
WARNA,benda,5,corak; ragam (sifat sesuatu),
SIHIR,benda,5,"ilmu tentang penggunaan kekuatan gaib; ilmu gaib (teluh, tuju, dan sebagainya)",
MULUT,benda,5,cakap; perkataan,
KURSI,benda,5,ilmu atau kekuasaan Allah Swt.,
KISAH,benda,5,cerita tentang kejadian (riwayat dan sebagainya) dalam kehidupan seseorang dan sebagainya;,
WARGA,benda,5,tingkatan dalam masyarakat; kasta,
LAMPU,benda,5,alat untuk menerangi; pelita,
PISAU,benda,5,"bilah besi tipis dan tajam yang bertangkai, sebagai alat pengiris dan sebagainya, ada bany",
GARIS,benda,5,aturan,
KAKEK,benda,5,bapak dari ayah atau bapak dari ibu; aki; datuk,
HENRY,benda,5,satuan induksi listrik,
NATAL,benda,5,kelahiran seseorang,
RADIO,benda,5,pesawat radio,
PUTRA,benda,5,anak kandung,
TIMUR,benda,5,blok timur,
BARAT,benda,5,ladang luas yang kepemilikannya bersama-sama,
ALLAH,benda,5,nama Tuhan dalam bahasa Arab; pencipta alam semesta Yang Maha Sempurna; Tuhan Yang Maha Es,
KIRIM,aksi,5,antar dengan perantara; sampaikan melalui,
BAYAR,aksi,5,beri uang untuk ditukar dengan sesuatu,
FOKUS,benda,5,pusat,
NYAWA,benda,5,hidup; kehidupan,
SURGA,benda,5,kayangan tempat kediaman Batara Guru (Siwa); surgaloka,
IDIOT,benda,5,taraf (tingkat) kecerdasan berpikir yang sangat rendah (IQ kurang dari 20); daya pikir yan,
SETAN,benda,5,kata untuk menyatakan kemarahan; sumpah serapah,
SAKSI,benda,5,bukti kebenaran,
SURUH,benda,5,sirih,
BUANG,benda,5,kumbang,
RUSIA,benda,5,"negara yang terletak di Eropa Timur, beribu kota Moskwa",
INDIA,benda,5,"negara yang terletak di Asia Selatan, beribu kota New Delhi",
YESUS,benda,5,"nama yang umumnya dipakai di lingkungan orang Yahudi, bentuk Ibraninya adalah Yeshua, bias",
JALUR,benda,5,rel,
SEKSI,benda,5,(dalam ketentaraan) setengah peleton,
TAMAN,benda,5,bahasa yang dituturkan suku Taman,
BAKAR,aksi,5,panggang,
JARAK,benda,5,biji jarak,
HAKIM,benda,5,pengadilan,
BIAYA,benda,5,"uang yang dikeluarkan untuk mengadakan (mendirikan, melakukan, dan sebagainya) sesuatu; on",
KEJAM,aksi,5,tertutup rapat (tentang mata); pejam,
PILIH,aksi,5,memilih,
TIKUS,benda,5,"binatang pengerat, termasuk suku Muridae, merupakan hama yang mendatangkan kerugian, baik",
SUDUT,benda,5,penjuru; pojok,
BADAI,benda,5,angin kencang yang menyertai cuaca buruk (yang datang dengan tiba-tiba) berkecepatan sekit,
KOREA,benda,5,bahasa yang dituturkan di Korea Utara dan Korea Selatan,
HAMIL,aksi,5,mengandung janin dalam rahim karena sel telur dibuahi oleh spermatozoa,
TIKET,benda,5,"karcis kapal, pesawat terbang, dan sebagainya",
BOCAH,benda,5,anak (kecil); kanak-kanak,
VIRUS,benda,5,"pengaruh yang buruk, jahat, atau merusakkan",
JEJAK,benda,5,bekas tapak kaki; bekas langkah,
HIJAU,benda,5,gabungan warna biru dan kuning dalam spektrum,
SALAM,benda,5,damai,
BATAS,benda,5,perhinggaan,
PEKAN,benda,5,pasar,
BALAS,benda,5,jawaban; reaksi,
LULUS,aksi,5,hilang lenyap,
LOLOS,aksi,5,lucut lalu lepas (seperti cincin dari jari),
NILAI,benda,5,angka kepandaian; biji2; ponten,
PULUH,benda,5,satuan bilangan kelipatan sepuluh yang dilambangkan dengan sebuah nol (0) di belakang angk,
TARUH,aksi,5,menaruh,
PARIS,benda,5,cita setengah sutra,
FAKTA,benda,5,"hal (keadaan, peristiwa) yang merupakan kenyataan; sesuatu yang benar-benar ada atau terja",
DEWAN,benda,5,mahkamah (tinggi),
TEORI,benda,5,"pendapat, cara, dan aturan untuk melakukan sesuatu",
PATAH,benda,5,penggolong bilangan kata,
TELUR,benda,5,"sel (terdapat pada wanita) yang akan menjadi bakal anak, jika dibuahi oleh sperma",
METER,benda,5,"satuan dasar ukuran panjang sama dengan 39,37 inci",
BADAN,benda,5,diri (sendiri),
REKAN,benda,5,teman (sekerja),
DAMAI,benda,5,keadaan tidak bermusuhan; rukun,
SALJU,benda,5,butiran uap air berwarna putih bagaikan kapas yang membeku di udara dan jatuh ke bumi akib,
JUARA,benda,5,patin jambal,
ROBOT,benda,5,orang yang menurut saja perintah orang lain,
BEKAS,benda,5,kesan,
TIADA,aksi,5,tak ada; tidak ada,
TAKSI,benda,5,mobil (biasanya sedan) tambangan,
BUDAK,benda,5,anak; kanak-kanak,
PASAR,benda,5,tempat orang berjual beli; pekan,
TEBAK,aksi,5,menebak,
HADIR,aksi,5,ada; (ada) datang,
USAHA,benda,5,kegiatan di bidang perdagangan (dengan maksud mencari untung); perdagangan; perusahaan,
LAWAN,benda,5,musuh; seteru,
ALIEN,benda,5,"makhluk asing yang berasal dari luar bumi, biasa terdapat dalam cerita atau film fiksi sai",Tamu luar angkasa
BELAS,benda,5,satuan bilangan dari 11�19,Akhiran usia remaja
SISWA,benda,5,murid (terutama pada tingkat sekolah dasar dan menengah); pelajar,Penuntut ilmu sekolah
BOTOL,benda,5,"wadah untuk benda cair, yang berleher sempit dan biasanya dibuat dari kaca atau plastik",Kemasan air mineral
AKSES,benda,5,jalan masuk,Jalan menuju sistem
DAPUR,benda,5,ruang tempat memasak,Tempat racik masakan
UJUNG,benda,5,bagian darat yang menjorok (jauh) ke laut,Tanjung menjorok laut
NASIB,benda,5,sesuatu yang sudah ditentukan oleh Tuhan atas diri seseorang; takdir,Garis tangan hidup
CEWEK,benda,5,pacar (perempuan),Sebutan gadis gaul
MURID,benda,5,"orang (anak) yang sedang berguru (belajar, bersekolah)",Penerima pelajaran guru
ANGKA,aksi,5,anggap; sangka,Lambang hitungan matematika
JAKSA,benda,5,pejabat di bidang hukum yang bertugas menyampaikan dakwaan atau tuduhan di dalam proses pe,Penuntut di pengadilan
HARTA,benda,5,barang (uang dan sebagainya) yang menjadi kekayaan; barang milik seseorang,Simpanan kekayaan pribadi
RACUN,benda,5,yang merusak batin,Zat pembunuh diam-diam
KLIEN,benda,5,orang yang memperoleh bantuan hukum dari seorang pengacara dalam pembelaan perkara di peng,Orang dibela pengacara
KOLAM,benda,5,bak tempat air,Genangan air buatan
TULIS,aksi,5,menulis,Torehkan huruf pena
MODEL,benda,5,orang yang dipakai sebagai contoh untuk dilukis (difoto),Bintang catwalk foto
BAKAT,benda,5,alamat (tanda-tanda bahwa sesuatu akan terjadi),Kemampuan alami seseorang
LOKAL,benda,5,ruang yang luas,Ruang kelas sekolah
SARAN,benda,5,"pendapat (usul, anjuran, cita-cita) yang dikemukakan untuk dipertimbangkan",Usulan buat pertimbangan
NAPAS,benda,5,udara yang diisap melalui hidung atau mulut dan dikeluarkan kembali dari paru-paru,Hembusan udara hidung
RAPAT,benda,5,kayu rapat,Pertemuan bahas masalah
CUACA,benda,5,"keadaan udara (tentang suhu, cahaya matahari kelembapan, kecepatan angin, dan sebagainya)",Ramalan hujan panas
PASIR,benda,5,laut,Butiran halus pantai
DANAU,benda,5,"genangan air yang amat luas, dikelilingi daratan; telaga; tasik",Telaga besar daratan
EROPA,benda,5,"benua yang terletak di sebelah barat Asia, sebelah utara Afrika, dan sebelah timur Samudra",
MOTOR,benda,5,sepeda motor,Kendaraan roda dua bermesin
KORAN,benda,5,"lembaran-lembaran kertas bertuliskan kabar (berita) dan sebagainya, terbagi dalam kolom-ko",Lembaran berita harian
SINAR,benda,5,pancaran terang (cahaya),Pancaran cahaya terang
FISIK,benda,5,jasmani; badan,Kondisi tubuh jasmani
PERUT,benda,5,gulungan kecil,Tempat cerna makanan
AJAIB,benda,5,sesuatu yang aneh; keheranan; yang tidak dapat diterangkan dengan akal,Di luar nalar manusia
SIMON,benda,5,salah satu dari kedua belas rasul Tuhan Yesus,
MAYOR,benda,5,yang utama; yang besar,Pangkat di atas kapten
TEKAN,aksi,5,menekan,Dorong dengan jari
LEBAH,benda,5,"serangga bersayap membran, berfungsi penting sebagai serangga penyerbuk utama, memakan nek",Penghasil madu bersengat
SAHAM,benda,5,sumbangan (pikiran dan tenaga),Kepemilikan sebagian perusahaan
WAKIL,benda,5,orang yang dikuasakan menggantikan orang lain,Pengganti sah seseorang
BEBAN,benda,5,jarak terdekat antara lubang tembak dan bidang bebas pada suatu kegiatan peledakan,Tanggungan berat dipikul
PAPAN,benda,5,tempat tinggal; rumah,Kebutuhan pokok tempat tinggal
ROKOK,benda,5,"gulungan tembakau (kira-kira sebesar kelingking) yang dibungkus (daun nipah, kertas)",Gulungan tembakau dibakar
MARIA,benda,5,mare,
SAYAP,benda,5,segala sesuatu yang menyerupai sayap,Alat terbang burung
CHINA,benda,5,Cina,
EMOSI,benda,5,luapan perasaan yang berkembang dan surut dalam waktu singkat,Luapan perasaan sesaat
GEMUK,benda,5,lemak,Lawan kata kurus
BUKIT,benda,5,bahasa yang dituturkan oleh suku Bukit,Dataran tinggi kecil
MEDIA,benda,5,alat,Saluran penyampai informasi
KEBUN,benda,5,"tanah luas yang ditanami kopi, karet, dan sebagainya",Lahan tanam luas
DANSA,benda,5,tari cara Barat yang dilakukan oleh pasangan pria-wanita dengan berpegangan tangan atau be,Tarian berpasangan Barat
SIFAT,benda,5,dasar watak (dibawa sejak lahir); tabiat,Watak bawaan lahir
KABEL,benda,5,kawat besar,Kawat penghantar listrik
PUTAR,aksi,5,pusing,Gerak melingkar sumbu
SINGA,benda,5,"mamalia karnivor yang bentuknya sama dengan macan, memiliki berat tubuh berkisar antara 1�",Raja hutan bersurai
PILOT,benda,5,perintis,Pengemudi pesawat terbang
KARYA,benda,5,pekerjaan,Hasil ciptaan seniman
SIDIK,aksi,5,selidik (tentang jari); periksa,Jejak jari investigasi
KIMIA,benda,5,"ilmu tentang susunan, sifat, dan reaksi suatu unsur atau zat",Ilmu reaksi zat
PAJAK,benda,5,kedai; lepau,Pungutan wajib negara
PAKET,benda,5,jatah atau bagian tugas,Kiriman barang terbungkus
SIKAP,aksi,5,peluk,Tanggapan terhadap sesuatu
GELAS,benda,5,kaca,Wadah minum bening
APRIL,benda,5,bulan ke-4 tarikh Masehi (30 hari),Bulan bohong sedunia
MEDAN,benda,5,lokasi; daerah,
ALARM,benda,5,"tanda bahaya berupa sinyal, bunyi, sinar, dan sebagainya",Bunyi tanda bahaya
LEHER,benda,5,"barang yang rupanya (bentuknya, letaknya) menyerupai leher",Penghubung kepala badan
PERAN,benda,5,pemain sandiwara (film),Tokoh dimainkan aktor
RUMOR,benda,5,gunjingan,Gosip belum terbukti
SITUS,benda,5,daerah temuan benda-benda purbakala,Lokasi temuan purbakala
BIKIN,aksi,5,buat,Ciptakan secara santai
KEJAR,aksi,5,susul dengan berlari,Berlari susul seseorang
DRAMA,benda,5,kejadian yang menyedihkan,Kisah penuh konflik emosi
PERAK,benda,5,logam berwarna putih (dalam keadaan murni) yang lunak dan lentuk sehingga mudah ditempa; a,Logam putih berkilau
COWOK,benda,5,pacar laki-laki,Sebutan gaul pria
PENIS,benda,5,kemaluan laki-laki; zakar,
DEREK,benda,5,deret; leret; baris,Mobil penarik mogok
SANTA,benda,5,wanita kudus,Gelar wanita suci
SABTU,benda,5,hari ke-7 dalam jangka waktu satu minggu,Penutup pekan kerja
GANJA,benda,5,gagang atau pegangan kujang,
PUISI,benda,5,sajak,Untaian kata indah
JUMAT,benda,5,hari ke-6 dalam jangka waktu satu minggu,Hari salat berjemaah
PELAN,benda,5,tanah lapang; lapangan (bola dan sebagainya),Lawan kata cepat
BELOK,benda,5,kerek besar,Ganti arah jalan
PANAH,benda,5,tanda penunjuk; tanda panah (_),Senjata busur lancip
DOMBA,benda,5,biri-biri,Ternak berbulu wol
LAYAR,benda,5,tabir (tirai) penutup jendela (pintu),Tirai penutup jendela
MOMEN,benda,5,waktu yang pendek; saat,Saat yang berkesan
SABUK,benda,5,cawat,Pengikat pinggang celana
MASAK,aksi,5,memasak,Olah bahan jadi makanan
MASON,benda,5,anggota perhimpunan yang memperjuangkan persaudaraan serta kebebasan,
CERAH,benda,5,garis,Langit tanpa awan
JAKET,benda,5,sampul luar buku,Baju hangat luar
EGOIS,benda,5,penganut teori egoisme,Mementingkan diri sendiri
GURUN,benda,5,padang luas yang tandus; padang pasir,Padang pasir tandus
IKLAN,benda,5,"berita pesanan untuk mendorong, membujuk khalayak ramai agar tertarik pada barang dan jasa",Promosi produk televisi
SENIN,benda,5,hari ke-2 dalam jangka waktu satu minggu,Awal pekan kerja
GANDA,benda,5,bau,Dua kali lipat jumlah
BARIS,benda,5,berbaris,Susunan lurus berjajar
AGAMA,benda,5,"ajaran, sistem yang mengatur tata keimanan (kepercayaan) dan peribadatan kepada Tuhan Yang",Sistem kepercayaan Tuhan
TOTAL,benda,5,jumlah,Jumlah keseluruhan angka
TAHAP,benda,5,bagian dari perkembangan (pertumbuhan); bagian dari sesuatu yang ada awal dan akhirnya; ba,Bagian dari proses
LARUT,benda,5,ararut,Menyatu dalam cairan
MESIR,benda,5,"negara yang terletak di Afrika Timur Laut, beribu kota Kairo",
NEGRO,benda,5,"orang (bangsa) berkulit hitam yang berasal dari Afrika bagian tengah, sekarang sebutan ini",
AKTOR,benda,5,orang yang berperan dalam suatu kejadian penting,Pemeran utama film
HAMBA,benda,5,abdi; budak belian,Abdi tanpa upah
LIPAT,aksi,5,ganda,Tekuk jadi dua
CALON,benda,5,orang yang akan menjadi,Kandidat akan terpilih
ANDAI,benda,5,peristiwa yang dianggap mungkin terjadi; misal; umpama,Seumpama terjadi nanti
HURUF,benda,5,tanda aksara dalam tata tulis yang merupakan anggota abjad yang melambangkan bunyi bahasa;,Anggota abjad tertulis
BAJAK,aksi,5,"ambil alih secara paksa, disertai ancaman (tentang pesawat dan sebagainya)",Rebut paksa pesawat
GELAR,aksi,5,hampar,Sebutan akademik seseorang
UMPAN,benda,5,operan bola kepada pemain setim,Pemikat ikan pancing
PECAH,aksi,5,bubar; usai,Retak lalu berkeping
ZAMAN,benda,5,kala; waktu,Masa suatu periode
LEVEL,benda,5,tingkat(an); tataran; lapisan,Tingkatan suatu permainan
HAJAR,benda,5,batu,
AKRAB,benda,5,Skorpio; Kala2,Sangat dekat berteman
WABAH,benda,5,"penyakit menular yang berjangkit dengan cepat, menyerang sejumlah besar orang di daerah ya",Penyakit menyebar cepat
CACAT,benda,5,cela; aib,Kekurangan pada barang
DARAT,benda,5,tanah atau bumi (sebagai lawan dari angkasa),Permukaan bumi kering
LOGAM,benda,5,"mineral yang tidak tembus pandang, dapat menjadi penghantar panas dan arus listrik (misaln",Mineral penghantar listrik
PAGAR,benda,5,"sesuatu yang digunakan untuk membatasi (mengelilingi, menyekat) pekarangan, tanah, rumah,",Pembatas sekeliling rumah
BABAK,aksi,5,membuka dari bawah ke atas,Bagian dari pertandingan
LIBUR,aksi,5,bebas dari bekerja atau masuk sekolah,Bebas dari sekolah
STRES,benda,5,gangguan atau kekacauan mental dan emosional yang disebabkan oleh faktor luar; ketegangan,Tekanan pikiran berat
KAYAK,benda,5,perahu kecil orang Eskimo yang dibungkus kulit hewan,Perahu kecil dayung
LILIN,benda,5,"satuan kuat cahaya (satu lilin = 12,56 lumen)",Batang lelehan penerang
JARUM,benda,5,"sesuatu yang panjang (untuk mencocok, menyuntik, dan sebagainya)",Benda tajam untuk jahit
LINDA,benda,5,tari tradisional Karia,
TEPUK,benda,5,tamparan tidak keras dari belakang dan dari samping,Bunyi dua telapak tangan
PIANO,benda,5,istilah musik yang berarti lembut (tentang lagu yang harus dimainkan dengan lembut),Alat musik tuts hitam-putih
BADUT,benda,5,poleng2,Penghibur berhidung merah
TINJU,benda,5,kepalan tangan (untuk memukul),Olahraga pukul sarung tangan
KUASA,benda,5,angkusa; kusa,Wewenang penuh mengatur
LATAR,benda,5,halaman,Suasana di belakang panggung
VERSI,benda,5,model; menurut cara,Bentuk lain suatu cerita
PETIR,benda,5,kilatan listrik di udara disertai bunyi gemuruh karena bertemunya awan yang bermuatan list,Kilat disertai suara gemuruh
BEDAH,benda,5,pengobatan penyakit dengan jalan memotong (mengiris dan sebagainya) bagian tubuh yang saki,Operasi potong tubuh medis
FINAL,benda,5,tahap penyelesaian,Babak penentu juara
SEPAK,benda,5,jari-jari pada roda (sepeda dan sebagainya),Tendang bola pakai kaki
PAKSA,benda,5,sayap; pihak; sisi,Tekan tanpa persetujuan
BUNYI,aksi,5,sembunyi,Suara yang terdengar
PULIH,aksi,5,kembali menjadi semula; menjadi baik (baru) lagi,Kembali seperti semula sehat
SOPIR,benda,5,pengemudi mobil (bemo dan sebagainya),Pengemudi kendaraan penumpang
UPAYA,benda,5,"usaha; ikhtiar (untuk mencapai suatu maksud, memecahkan persoalan, mencari jalan keluar, d",Usaha capai tujuan
GEMPA,benda,5,guncangan; gerakan (bumi),Guncangan hebat bumi bergetar
LEBAR,benda,5,lintang suatu bidang,Ukuran sisi horizontal
TAMAT,aksi,5,"berakhir; habis; selesai (dibaca, diceritakan, dipertunjukkan, dan sebagainya); khatam",Selesai sampai akhir cerita
RESEP,benda,5,keterangan tentang bahan dan cara meracik obat (memasak makanan),Panduan racik masakan obat
KARET,benda,5,bahan pelapis pada alat pemukul (tentang tenis meja),Bahan elastis dapat mulur
KOPER,benda,5,peti yang terbuat dari kulit (kaleng dan sebagainya) tempat menyimpan pakaian yang dapat d,Tas besar buat traveling
BIBIR,benda,5,tepi (pinggir) mulut (sebelah bawah dan atas),Tepi mulut buat bicara
EMAIL,benda,5,barang-barang yang diberi salutan email,Surat elektronik digital
MAKAM,benda,5,kubur,Tempat jasad dikubur
RONDE,benda,5,babak pada pertandingan tinju,Babak dalam tinju
PORNO,benda,5,pornografi,
GAJAH,benda,5,segala sesuatu yang berukuran besar,
FAJAR,benda,5,waktu sebelum matahari terbit,
SARAF,benda,5,perubahan kata-kata,
MOTEL,benda,5,mobil hotel,
GUGUR,aksi,5,kalah; rontok,
GARAM,benda,5,pupuk (obat dan sebagainya) yang rupanya seperti garam,
PANTI,benda,5,rumah; tempat (kediaman),
RATUS,benda,5,dupa yang berbau harum,
BAHAS,aksi,5,selidik; periksa,
MITRA,benda,5,teman; sahabat,
ELANG,benda,5,sebutan untuk anak lelaki sultan Cirebon,
MADAM,benda,5,nyonya,
LALAT,benda,5,"serangga yang mempunyai sepasang sayap membran, sayap belakangnya tereduksi menjadi strukt",
JURUS,benda,5,arah yang lurus (langsung),
KITAB,benda,5,buku,
LEMAK,benda,5,jelawat,
AROMA,benda,5,bahan pewangi makanan atau minuman,
ARTIS,benda,5,"ahli seni; seniman, seniwati (seperti penyanyi, pemain film, pelukis, pemain drama)",
JAMIN,aksi,5,tanggung; sedia,
CAKAP,aksi,5,pandai; mahir,
LIDAH,benda,5,perkataan; tutur kata,
TIANG,benda,5,"sesuatu yang menjadi pokok kekuatan, penghidupan, dan sebagainya",
MAWAR,benda,5,"perdu yang batangnya bulat berduri, daunnya majemuk dengan tepi bergerigi, bunganya berane",
KESAN,benda,5,bekas (kaki dan sebagainya); jejak,
ORGAN,benda,5,alat musik yang nadanya dihasilkan melalui dawai elektronik,
MAFIA,benda,5,perkumpulan rahasia yang bergerak di bidang kejahatan (kriminal),
KARUN,benda,5,tidak sah (tentang pemerolehan atau pendapatan),
ROKET,benda,5,peluru berbentuk silinder yang digerakkan dengan reaksi motor dan dapat bekerja di luar at,
NAFSU,benda,5,panas hati; marah; meradang,
SAINS,benda,5,ilmu pengetahuan pada umumnya,
LUTUT,benda,5,(bagian kaki) pertemuan antara paha dan betis yang menjadi tempat sendi agar kaki bisa dil,
MEGAN,benda,5,penganan semacam kue dodol,
RUBAH,benda,5,"mamalia karnivor terkecil dari kelompok anjing, bermoncong panjang",
GOSIP,benda,5,obrolan tentang orang-orang lain; cerita negatif tentang seseorang; pergunjingan,
BEBEK,benda,5,itik domestikasi,
PIALA,benda,5,"cawan berkaki dibuat dari emas, perak, dan sebagainya dipakai sebagai tempat minum raja-ra",
MORAL,benda,5,ajaran kesusilaan yang dapat ditarik dari suatu cerita,
KAMIS,benda,5,hari ke-5 dalam jangka waktu satu minggu,
CELAH,benda,5,sela antara dua benda,
TENDA,benda,5,kemah,
JUBAH,benda,5,"baju panjang (sampai di bawah lutut), berlengan panjang, seperti yang dipakai oleh orang A",
KOBOI,benda,5,penggembala sapi yang menaiki kuda (di Amerika),
DETAK,benda,5,"tiruan bunyi detik, tetapi lebih berat, tiruan bunyi debar jantung yang memukul keras",
KABIN,benda,5,kamar di dalam kapal,
MOTIF,benda,5,pola; corak,
