answer,length,clue
BON,3,Nota bukti pembayaran
BOR,3,Alat pelubang dinding
BOS,3,
BOT,3,Program otomatis komputer
BPK,3,
BRA,3,Pakaian dalam wanita
BUI,3,Tempat tahanan dikurung
BUK,3,Memesan tempat lebih dulu
BUM,3,Kantor bea cukai
BUN,3,Sebutan mesra seorang ibu
BUR,3,
BUS,3,Kendaraan umum besar
BUT,3,Titik mula sesuatu
CAD,3,
CAH,3,
CAK,3,
CAL,3,Kain penghangat leher
CAM,3,Menaruh perhatian penuh
CAO,3,Ikan asin dalam botol
CAP,3,Stempel penanda resmi
CAR,3,Daerah kekuasaan dipertahankan
CAS,3,Isi ulang baterai ponsel
CAT,3,Pewarna dinding rumah
CEK,3,Surat perintah bank
CES,3,
CIH,3,
CIK,3,Sapaan hormat Melayu
CIM,3,
CIP,3,Tendangan pendek melengkung
CIR,3,
CIS,3,
CIT,3,Kain katun bermotif bunga
CIU,3,
COB,3,Gerak badan naik turun
COK,3,Kue berbahan tepung sagu
COP,3,Pukulan halus dekat net
COR,3,Menuang adukan semen
CUA,3,
CUE,3,Ikan rebus berbumbu garam
CUH,3,
CUI,3,Kuku kaki yang membusuk
CUK,3,Jentik anak nyamuk
CUN,3,
CUP,3,Tiruan bunyi benda dicelup
CUR,3,
CUS,3,
CUT,3,Gelar bangsawan wanita Aceh
DAB,3,
DAD,3,Salah satu huruf hijaiah
DAE,3,Gelar wanita bangsawan Bima
DAG,3,
DAH,3,Menyatakan telah selesai
DAI,3,Juru dakwah Islam
DAL,3,
DAM,3,Bendungan penahan air
DAN,3,
DAO,3,Tombak penangkap buaya
DAP,3,
DAR,3,Tempat atau negeri
DAS,3,
DAT,3,
DEG,3,
DEH,3,
DEK,3,Lantai atas kapal
DEN,3,
DEP,3,
DES,3,
DIA,3,
DIK,3,Panggilan buat yang muda
DIL,3,Permainan pukul bola
DIM,3,Satuan panjang setara inci
DIN,3,Kepercayaan kepada Tuhan
DIS,3,
DKK,3,
DLL,3,
DNG,3,
DOA,3,Permohonan kepada Tuhan
DOI,3,Istilah gaul untuk uang
DOK,3,
DOL,3,Alat musik pukul tradisional
DOM,3,
DOP,3,
DOR,3,Bunyi tembakan pistol
DOS,3,
DOT,3,Karet pengganti puting susu
DOU,3,
DPO,3,
DPR,3,
DPT,3,
DSB,3,
DUA,3,
DUB,3,
DUH,3,
DUK,3,
DUM,3,Barang bekas tak terpakai
DUO,3,Pasangan berjumlah dua orang
DUP,3,
DUR,3,
DUS,3,Kotak dari karton tebal
DWI,3,
EBI,3,
ECO,3,
EEG,3,
EGO,3,Rasa mementingkan diri
EHE,3,
EJA,3,Menyebut huruf satu-satu
EKA,3,
EKG,3,
EKS,3,
ELA,3,
ELO,3,Satuan panjang kain lama
ELU,3,Sebutan kamu ala Betawi
EMU,3,Burung besar tak terbang
EON,3,Kurun waktu sangat panjang
EPI,3,
EPO,3,
ERA,3,Masa atau jaman
ERG,3,
ERU,3,
ESA,3,
ETA,3,Huruf dalam abjad Yunani
ETI,3,Warisan belum dibagikan
FAI,3,Harta rampasan perang
FAM,3,
FAN,3,Pengikut setia idola
FIT,3,
FLU,3,Penyakit
FON,3,Satuan bunyi ujaran
GAH,3,Ketenaran dan kemuliaan
GAI,3,Sejenis ulat kecil
GAM,3,Bunyi dentuman seperti meriam
GAN,3,Sapaan untuk majikan
GAO,3,Mata air panas alami
GAP,3,Sela sempit di antara
GAR,3,Tiruan bunyi guruh
GAS,3,Wujud zat seperti udara
GAY,3,Sesama lelaki
GAZ,3,
GEL,3,Zat kental penata rambut
GEN,3,Turun temurun
GIM,3,Hiburan interaktif di layar
GIN,3,Mesin pemisah biji kapas
GIR,3,Roda logam bergigi sepeda
GOB,3,
GOL,3,Bola masuk
GOM,3,
GOT,3,Saluran pembuangan air kotor
GTO,3,
GUA,3,Lubang besar gunung
GUE,3,
GUK,3,Bunyi anjing menyalak
GUL,3,Bunga lambang cinta
GUM,3,Tiruan bunyi ledakan meriam
GUN,3,Pemisah benang pada tenun
GUP,3,
GUS,3,Panggilan putra kiai
HAD,3,Batas paling akhir
HAI,3,
HAJ,3,
HAK,3,Wewenang yang dimiliki
HAL,3,
HAM,3,
HAP,3,Lempeng timah tempat candu
HAS,3,Daging pinggang sapi
HEM,3,Baju atasan berkerah
HET,3,
HIA,3,
HIN,3,Satuan ukuran isi kuno
HIO,3,
HIS,3,Kontraksi otot rahim
HIT,3,
HIU,3,Predator laut bersirip
HIV,3,
HOI,3,
HOL,3,
HOP,3,Pemimpin sebuah regu
HOS,3,Komputer penyedia layanan jaringan
HOT,3,
HUB,3,Perangkat penghubung jaringan komputer
HUD,3,
HUH,3,
HUN,3,Satuan berat sangat kecil
HUS,3,
HUT,3,
IAH,3,
IBA,3,
IBU,3,
ICU,3,
IDA,3,Gelar kasta Brahmana
IDE,3,Hasil kerja otak
IDU,3,
IGA,3,Tulang rusuk pada dada
IGD,3,
ILI,3,
ILU,3,
INA,3,Panggilan bagi emak
INI,3,
ION,3,Atom yang bermuatan listrik
IPA,3,
IPK,3,
IPO,3,
IPS,3,
IRA,3,Garis serat pada kayu
IRI,3,
ISA,3,
ISI,3,
ISO,3,
ISU,3,Topik lagi ramai dibicarakan
ITO,3,Panggilan pria belum menikah
ITS,3,
ITU,3,
IUR,3,
IYA,3,
JAB,3,Pukulan lurus tinju
JAH,3,
JAL,3,
JAM,3,Punya 12 angka
JAP,3,
JAS,3,Setelan resmi model Eropa
JAZ,3,
JEM,3,Olesan manis pada roti
JET,3,Pesawat cepat bermesin
JIB,3,Layar segitiga di haluan
JIH,3,
JIL,3,
JIM,3,Huruf dalam abjad Arab
JIN,3,Makhluk halus tak terlihat
JIP,3,Mobil tangguh segala medan
JIR,3,
JOK,3,Tempat duduk empuk kendaraan
JUA,3,
JUN,3,Guci kecil tempat air
JUS,3,Minuman sari buah blender
JUZ,3,
KAB,3,
KAD,3,Lembar identitas atau ucapan
KAF,3,
KAH,3,
KAK,3,Panggilan saudara tua
KAL,3,
KAM,3,Sisir pada alat tenun
KAN,3,
KAP,3,Tudung pelindung lampu
KAS,3,Simpanan uang tunai
KAU,3,
KEK,3,Ayah dari orang tua
KEL,3,
KEN,3,Kepalan tangan bela diri
KEP,3,Jambul rambut menonjol
KES,3,
KHA,3,Huruf ketujuh abjad Arab
KHI,3,
KIA,3,Menjahit memakai tangan
KIK,3,
KIM,3,Permainan angka mirip bingo
KIN,3,
KIO,3,
KIP,3,Mata uang negara Laos
KIR,3,Pemeriksaan kelayakan kendaraan
KIS,3,
KIT,3,Satu set peralatan
KIU,3,
KOA,3,Permainan memakai kartu ceki
KOE,3,
KOH,3,Panggilan kakak lelaki Tionghoa
KOI,3,Ikan hias kolam berwarna
KOK,3,
KOL,3,Sayur bulat berlapis
KOM,3,Wadah besar tempat air
KON,3,
KOP,3,Kepala pada surat resmi
KOR,3,Nyanyian bersama satu kelompok
KOS,3,Kamar sewa bulanan
KPD,3,
KRN,3,
KRU,3,Tim di balik layar
KSI,3,
KTA,3,
KTP,3,Tipis dan berwajah
KTT,3,
KUA,3,Tempat bilang SAH
KUB,3,
KUE,3,Makanan manis
KUI,3,
KUK,3,
KUN,3,Sabda Tuhan saat mencipta
KUP,3,
KUR,3,
KUS,3,
LAB,3,
LAD,3,Terusir dari desa adat
LAH,3,
LAI,3,Satuan untuk lembaran kertas
LAK,3,Bahan penyerap zat warna
LAM,3,Huruf dalam abjad Arab
LAN,3,
LAO,3,
LAP,3,Kain pembersih permukaan
LAS,3,Menyambung logam dengan api
LAT,3,
LAU,3,Kain sarung khas Sumba
LBH,3,
LEI,3,Papan tulis dari batu
LEK,3,Mata uang Albania
LEM,3,Cairan lengket rekat
LEO,3,Zodiak berlambang singa
LES,3,Belajar tambahan sepulang sekolah
LEV,3,Mata uang Bulgaria
LID,3,
LIK,3,Alasan pura-pura untuk mengelak
LIL,3,Perangkap ikan berpintu samping
LIN,3,Jalur atau trayek
LIO,3,
LIR,3,
LIS,3,Daftar nama tersusun
LIT,3,Pengikat dari daun rotan
LOB,3,
LOG,3,
LOH,3,
LOK,3,
LOP,3,
LOR,3,
LOS,3,Kios panjang di pasar
LOT,3,Undian penentu nasib
LSM,3,
LUK,3,Kelok pada bilah keris
LUM,3,
LUN,3,
LUP,3,
LUS,3,
LUT,3,
MAD,3,Panjang bacaan huruf Arab
MAG,3,Organ pencerna makanan
MAH,3,
MAI,3,
MAK,3,Sebutan akrab bagi ibu
MAL,3,Pusat perbelanjaan besar
MAM,3,Panggilan untuk seorang ibu
MAN,3,Saudara lelaki orang tua
MAP,3,
MAR,3,
MAS,3,Logam mulia berkilau
MAT,3,Akhir permainan catur
MAU,3,
MAY,3,
MEA,3,
MEE,3,
MEI,3,Bulan sebelum Juni
MEK,3,
MEL,3,Menyampaikan pemberitahuan resmi
MEM,3,
MEN,3,
MER,3,Satuan ulang dalam polimer
MES,3,Asrama tempat tinggal bersama
MET,3,
MIK,3,
MIL,3,Kiriman lewat kantor pos
MIM,3,Huruf ke-24 abjad Arab
MIN,3,Tanda kurang dalam hitungan
MLM,3,
MMA,3,
MOB,3,Gerombolan orang yang mengamuk
MOI,3,
MOK,3,Cangkir besar untuk minum
MOL,3,Tanda penurun setengah nada
MOP,3,Kisah lucu menghibur
MOR,3,
MSN,3,
MTA,3,
MUA,3,
MUD,3,
MUG,3,Gelas besar bergagang
MUI,3,
MUK,3,
MUR,3,Pasangan baut pengencang
MUS,3,
NAF,3,
NAH,3,
NAK,3,
NAL,3,
NAN,3,Roti pipih khas India
NAS,3,Petikan ayat kitab suci
NAU,3,
NDA,3,
NEK,3,Ibu dari orang tua
NEO,3,
NET,3,Jaring pembatas lapangan voli
NIA,3,Bagian leher pada baju
NIH,3,
NIK,3,
NIM,3,
NIP,3,
NIR,3,
NIS,3,
NOA,3,
NOK,3,Bagian puncak atap
NOL,3,
NON,3,Panggilan untuk gadis
NOT,3,Simbol nada musik
NUH,3,
NUN,3,
NUR,3,Pancaran cahaya terang
NUS,3,
NYA,3,
NYI,3,
OBI,3,
OBO,3,
ODE,3,
OGA,3,
OHM,3,Satuan hambatan aliran listrik
OJA,3,
OKE,3,Setuju
OKI,3,
OLI,3,Pelumas mesin kendaraan bermotor
OMA,3,
ONG,3,
ONS,3,Satuan berat seratus gram
OPA,3,Sebutan untuk kakek
OPO,3,Leluhur zaman dahulu
ORI,3,
OSE,3,
OTO,3,Kendaraan bermotor beroda empat
OTT,3,
PAH,3,Menopang orang yang berjalan
PAI,3,
PAK,3,
PAL,3,Tonggak penanda jarak
PAN,3,Wadah pemanggang kue
PAR,3,Jumlah pukulan baku golf
PAS,3,Ukuran tepat sekali
PBB,3,
PDA,3,
PEI,3,Permainan dengan kartu ceki
PEK,3,Sapaan lelaki tua Tionghoa
PEL,3,Alat pembersih lantai basah
PEM,3,
PEN,3,Logam penguat tulang patah
PER,3,
PES,3,Wabah menular dari tikus
PET,3,Topi dengan tutup depan
PHI,3,
PHK,3,
PIL,3,Obat bentuk bulat kecil
PIN,3,
PIP,3,
PIR,3,
PIS,3,Buang air kecil
PIT,3,Kendaraan roda dua dikayuh
PKL,3,
PLN,3,
PMK,3,
PNS,3,Budak negara
POD,3,Wadah panjang bawah pesawat
POF,3,
POK,3,Jenis kayu untuk bantalan
POL,3,Sudah terisi seluruhnya
POM,3,
PON,3,Ukuran berat setengah kilogram
POO,3,Minyak dari pohon mint
POP,3,Genre musik masa kini
POR,3,
POS,3,Kantor kirim surat
POT,3,Wadah tanaman hias
PRA,3,
PRE,3,
PRO,3,Bukan level amatir
PRT,3,
PSI,3,
PSK,3,
PUB,3,Tempat hiburan minum malam
PUL,3,
PUN,3,
PUS,3,
QAF,3,
RAB,3,
RAD,3,
RAI,3,Penggembala hewan ternak
RAK,3,Tempat menyimpan buku
RAM,3,Kerangka daun jendela
RAP,3,Gaya musik berima cepat
RAS,3,Klasifikasi berdasar ciri fisik
RAT,3,Jagat alam semesta
RAU,3,Tumbuhan sejenis sengkuang
RAY,3,
RED,3,
REF,3,
REG,3,
REI,3,
REK,3,
REL,3,Lintasan besi kereta api
REM,3,Penghimpit besi tipis
RET,3,
RHO,3,
RIA,3,
RIM,3,Satuan jumlah kertas
RIP,3,
RIT,3,
RNA,3,
ROB,3,Banjir dari pasang laut
ROH,3,Jiwa atau nyawa
ROI,3,
ROK,3,Busana bawahan wanita
ROL,3,Peran dalam sandiwara
ROS,3,Bunga tanda kasih sayang
RSJ,3,Perkumpulan jiwa yang hilang
RUA,3,
RUH,3,
RUM,3,Lapisan lemak pada susu
RUU,3,
SAB,3,
SAD,3,Huruf dalam abjad Arab
SAF,3,
SAH,3,Berlaku secara resmi
SAI,3,Ritual lari saat haji
SAK,3,
SAL,3,Ruang rawat rumah sakit
SAP,3,
SAR,3,Bunyi angin bertiup kencang
SAS,3,
SAT,3,Ukuran takaran beras
SAW,3,
SBG,3,
SDM,3,
SDS,3,
SEG,3,
SEH,3,
SEI,3,
SEK,3,
SEL,3,Kamar kecil di penjara
SEN,3,Pecahan kecil mata uang
SEP,3,
SER,3,Urutan komunitas tumbuhan
SET,3,Atur sebelum mulai
SIA,3,
SIF,3,Giliran kerja di pabrik
SIH,3,
SIL,3,Surat tanda simpan gudang
SIM,3,
SIN,3,
SIO,3,
SIP,3,
SIR,3,Tiruan bunyi hembusan lembut
SIS,3,Tiruan bunyi angin berembus
SIT,3,
SKG,3,
SKI,3,Papan luncur di salju
SMA,3,
SMP,3,
SMS,3,
SOE,3,
SOK,3,Bergaya padahal tidak
SOL,3,Alas bawah sepatu
SOM,3,Mata uang Kirgizstan
SON,3,Bawang putih muda
SOP,3,Masakan berkuah isi sayuran
SOS,3,
SPA,3,
SPT,3,
SRI,3,
SSI,3,
SST,3,
SUA,3,
SUB,3,
SUF,3,
SUH,3,Derajat panas tubuh
SUK,3,
SUM,3,Kapal dari negeri Siam
SUN,3,Kecupan sayang singkat
SUP,3,Masakan berkuah hangat
SUS,3,Kue lembut berisi vla
SUT,3,
SWA,3,
SWT,3,Allah
TAF,3,
TAH,3,
TAK,3,
TAL,3,Sejenis pohon lontar
TAM,3,
TAN,3,Gelar adat Minangkabau
TAO,3,Falsafah metafisika Tionghoa
TAP,3,Menuang ke dalam wadah
TAR,3,Kue ulang tahun
TAS,3,Wadah pembawa barang
TAU,3,Sudah belajar
TBC,3,
TEH,3,Minuman seduhan daun
TEL,3,
TEM,3,Jangka waktu tertentu
TER,3,Cairan hitam pelapis jalan
TES,3,Uji kemampuan seseorang
THD,3,
TIB,3,
TIK,3,Mesin tulis manual kuno
TIM,3,Regu dalam pertandingan
TIN,3,Wadah logam untuk makanan
TIP,3,Uang tambahan untuk pelayan
TIR,3,
TIS,3,
TIU,3,
TKP,3,
TOH,3,
TOK,3,
TOL,3,Jalan bebas hambatan
TOM,3,Tali pengendali kuda
TON,3,Satuan berat seribu kilogram
TOP,3,Terbaik dan paling unggul
TOR,3,
TOS,3,Tepuk telapak tangan
TPA,3,
TPS,3,
TRA,3,
TRI,3,
TSB,3,
TTS,3,
TUA,3,
TUI,3,Menumpang modal pemain judi
TUK,3,Sumber air alami
TUM,3,Makanan dibungkus daun pisang
TUN,3,
TUR,3,Perjalanan wisata berpemandu
TUS,3,Tiruan bunyi senapan meletus
UAI,3,
UAK,3,
UAN,3,
UAP,3,Gas dari air panas
UAR,3,
UBA,3,
UBI,3,Umbi tanaman yang dimakan
UCU,3,
UDA,3,Panggilan bagi abang
UDE,3,
UDI,3,
UDO,3,
UDU,3,
UEK,3,
UFO,3,Benda asing terbang
UGD,3,
UHU,3,
UIH,3,
UIK,3,
UIS,3,
UIT,3,
UJA,3,
UJI,3,Percobaan cek kualitas
UJU,3,
UKI,3,
UKS,3,
ULI,3,Penganan ketan dan kelapa
ULU,3,
UMA,3,Rumah adat Mentawai
UME,3,Keluarga inti tradisional
UMI,3,
UMU,3,
UNA,3,
UNG,3,
UNI,3,Sebutan kakak perempuan
UPA,3,
URI,3,Penghubung ibu dan janin
USG,3,Penerawang awal kehidupan
UST,3,
VAK,3,Cabang mata pelajaran
VAS,3,Wadah untuk bunga hias
VER,3,
VET,3,
VIA,3,
VLA,3,
WAH,3,
WAI,3,Aliran air menuju laut
WAK,3,
WAN,3,Sebutan lelaki terhormat
WAR,3,
WAS,3,
WAU,3,
WEB,3,Jaringan situs internet
WEH,3,
WEI,3,Cairan sisa dadih susu
WET,3,Peraturan hukum negara
WIG,3,Rambut palsu penutup kepala
WIH,3,
WIT,3,
WOI,3,
WOL,3,Bulu domba untuk pakaian
WON,3,Mata uang negara Korea
WTS,3,
YAD,3,
YAI,3,Pemuka agama Islam
YAK,3,Lembu berbulu tebal Himalaya
YEL,3,
YEN,3,Mata uang negeri sakura
YIN,3,Kekuatan feminin dan pasif
YOS,3,
YTH,3,
YUK,3,
YUP,3,Pemukul batu untuk perang
ZAI,3,Huruf kesebelas abjad Arab
ZAL,3,
ZAN,3,Rasa curiga tak berdasar
ZAT,3,Unsur pembentuk materi
ZEE,3,
ZEN,3,Aliran meditasi agama Buddha
ZET,3,
ZIB,3,
ZUS,3,Panggilan akrab kaum wanita
ABAD,4,Satuan seratus tahun
ABAH,4,
ABAI,4,
ABAN,4,
ABAR,4,
ABAU,4,
ABDI,4,Pelayan setia tuan
ABDU,4,
ABEN,4,
ABET,4,
ABID,4,
ABIS,4,Sudah tidak tersisa
ABOI,4,
ABON,4,
ABUH,4,
ABUK,4,
ABUL,4,
ABUR,4,
ABUS,4,
ACAH,4,
ACAK,4,Pilihan secara sembarang
ACAN,4,
ACAP,4,
ACAR,4,Sayuran asam pelengkap
ACAT,4,
ACAU,4,
ACEH,4,
ACIK,4,
ACUH,4,Menaruh rasa peduli
ACUM,4,
ADAB,4,
ADAD,4,
ADAM,4,Tanah tempat kita berpijak
ADAN,4,Kelapa tua mengering
ADAP,4,
ADAR,4,
ADAS,4,
ADAT,4,Kebiasaan turun-temurun
ADEH,4,
ADEM,4,
ADIB,4,
ADIK,4,Saudara kandung lebih muda
ADIL,4,
ADON,4,
ADRI,4,
ADUH,4,
ADUK,4,Campur hingga rata
ADUN,4,
AFAL,4,
AFEK,4,
AGAH,4,
AGAK,4,
AGAL,4,
AGAM,4,
AGAN,4,
AGAR,4,
AGAS,4,
AGEL,4,
AGEN,4,Perantara penjualan barang
AGIH,4,
AGIL,4,
AGIO,4,
AGON,4,
AGUK,4,
AGUL,4,
AGUN,4,
AGUS,4,
AGUT,4,
AHAD,4,Bermakna satu atau tunggal
AHLI,4,Mahir
AIDS,4,
AILA,4,Sebutan raja wafat
AISI,4,
AJAB,4,
AJAK,4,Membujuk agar ikut serta
AJAL,4,Saat kematian tiba
AJAR,4,Proses transfer ilmu
AJEK,4,
AJIR,4,
AJRE,4,
AJUK,4,
AJUN,4,
AJUR,4,
AKAD,4,
AKAI,4,Sapaan sesama besan
AKAK,4,
AKAL,4,Sumber kesadaran
AKAN,4,
AKAR,4,Bagian tumbuhan dalam tanah
AKAS,4,
AKEO,4,
AKIK,4,
AKIL,4,
AKLI,4,
AKOR,4,
AKSA,4,
AKSI,4,Tindakan penuh drama
AKTA,4,Surat resmi tanda bukti
AKTE,4,
AKUA,4,
AKUK,4,
AKUN,4,Identitas pengguna daring
AKUR,4,
AKUT,4,
ALAF,4,
ALAH,4,Sengaja tidak menang
ALAI,4,Sejenis pohon hutan
ALAK,4,
ALAM,4,Dunia beserta isinya
ALAN,4,Bekal makanan ke kebun
ALAP,4,
ALAS,4,Lapik penahan bawah
ALAT,4,Perkakas untuk bekerja
ALAU,4,
ALBA,4,Jubah putih imam misa
ALEK,4,
ALEL,4,
ALEM,4,
ALFA,4,Huruf Yunani pertama
ALGA,4,Ganggang perairan hijau
ALIF,4,Huruf pertama hijaiah
ALIH,4,Pindah atau berganti tempat
ALIK,4,Kakek nenek ibunda
ALIM,4,Taat beragama dan berilmu
ALIN,4,
ALIP,4,
ALIR,4,
ALIS,4,Bulu di atas mata
ALIT,4,
ALKU,4,
ALOI,4,
ALON,4,
ALOT,4,
ALPA,4,Bolos tanpa kabar
ALTO,4,Suara rendah penyanyi
ALUM,4,
ALUN,4,
ALUP,4,
ALUR,4,Jalan cerita berurutan
AMAH,4,
AMAI,4,
AMAL,4,Perbuatan baik berpahala
AMAN,4,
AMAR,4,Titah atau suruhan
AMAT,4,
AMBI,4,
AMEN,4,
AMER,4,
AMFI,4,
AMIL,4,
AMIN,4,
AMIR,4,Sebutan bagi putra raja
AMIS,4,
AMIT,4,Mohon diri permisi
AMKO,4,
AMMI,4,
AMOI,4,
AMOR,4,Cinta penuh gairah
AMPE,4,
AMPO,4,
AMPU,4,
AMRA,4,
AMUH,4,
AMUK,4,
ANAK,4,Manusia kecil
ANAL,4,
ANAN,4,Kayu penyangga anyaman atap
ANCA,4,
ANDA,4,
ANDI,4,Gelar bangsawan suku Bugis
ANDO,4,Lebah berkelamin jantan
ANEH,4,
ANIH,4,
ANIL,4,Tumbuhan pewarna biru
ANIS,4,
ANJA,4,Tali pengangkat layar
ANJU,4,Niat atau tujuan
ANOA,4,
ANOM,4,
ANSA,4,
ANTA,4,
ANTE,4,
ANTI,4,
ANUS,4,Lubang pembuangan tubuh
ANUT,4,
APAK,4,
APAM,4,
APAR,4,
APAS,4,
APEK,4,
APEL,4,Barisan pagi sekolah
APEM,4,
APES,4,
APIK,4,
APIT,4,
APOK,4,
APUH,4,
ARAB,4,Bangsa gurun Timur Tengah
ARAH,4,Petunjuk mata angin
ARAI,4,
ARAK,4,Bawa beramai-ramai
ARAL,4,Halangan di jalan
ARAM,4,Undakan untuk naik turun
ARAS,4,
ARAU,4,
ARCA,4,
ARDI,4,
AREA,4,Bagian permukaan suatu tempat
AREK,4,
AREN,4,Pohon penghasil gula merah
ARES,4,Bagian tengah batang pisang
ARGO,4,Penghitung tarif taksi
ARIA,4,Nyanyian tunggal opera
ARIF,4,
ARIH,4,
ARIK,4,
ARIL,4,
ARIP,4,
ARIS,4,Getah pohon mengeras
ARIT,4,
ARJA,4,
ARKU,4,
ARON,4,Buruh tani upahan
ARTA,4,
ARTI,4,Makna sebuah kata
ARUK,4,
ARUN,4,Pohon sejenis cemara
ARUS,4,Aliran air yang mengalir
ARYA,4,
ASAD,4,
ASAH,4,Buat tajam dan runcing
ASAI,4,
ASAK,4,
ASAL,4,
ASAM,4,Rasa seperti cuka
ASAN,4,
ASAP,4,Kepulan hasil bakar
ASAR,4,Waktu salat petang
ASAS,4,Dasar atau prinsip utama
ASET,4,Kekayaan bernilai dimiliki
ASIA,4,Benua terbesar di dunia
ASID,4,
ASIH,4,
ASIL,4,
ASIN,4,
ASLI,4,Bukan tiruan atau palsu
ASMA,4,Penyakit sesak napas
ASOI,4,
ASRI,4,
ASTA,4,Makam keramat bertuah
ASUH,4,Bimbing dengan penuh kasih
ASWA,4,
ATAK,4,
ATAP,4,Penutup bagian atas rumah
ATAR,4,
ATAS,4,
ATAU,4,
ATMA,4,
ATOK,4,
ATOL,4,
ATOM,4,Partikel terkecil materi
ATUR,4,Susun secara rapi tertib
ATUS,4,
AULA,4,Ruang besar untuk acara
AUNG,4,Lolongan serigala malam
AURA,4,Pancaran energi seseorang
AUTO,4,
AVEN,4,
AWAH,4,
AWAI,4,
AWAK,4,Anggota kru pesawat
AWAL,4,
AWAM,4,Orang biasa bukan ahli
AWAN,4,Gumpalan putih langit
AWAR,4,
AWAS,4,Waspada terhadap bahaya
AWAT,4,
AWET,4,
AWIN,4,
AWUR,4,
AWUT,4,
AYAH,4,Pemberi bibit
AYAK,4,
AYAL,4,
AYAM,4,Unggas berjengger dan berkokok
AYAN,4,Penyakit kejang mendadak
AYAP,4,
AYAR,4,
AYAT,4,Bagian dari surah
AYEM,4,
AYID,4,
AYIT,4,
AYOM,4,
AYUB,4,
AYUK,4,
AYUM,4,
AYUN,4,Goyang maju mundur
AYUT,4,
AZAB,4,Siksaan atas dosa
AZAL,4,
AZAM,4,
AZAN,4,
AZIZ,4,
BAAL,4,
BABA,4,Sebutan pria Tionghoa
BABE,4,Panggilan untuk ayah
BABI,4,Ternak gemuk suka berkubang
BABU,4,Pekerja rumah tangga
BACA,4,Melafalkan rangkaian huruf
BACO,4,
BADA,4,
BADE,4,Menara usungan jenazah
BADI,4,Pembawa bibit penyakit
