word,kelas,panjang,definisi,clue
SEMENANJUNG,benda,11,bagian daratan yang menjorok ke laut; jazirah,
SEKSUALITAS,benda,11,dorongan seks,
RELATIVITAS,benda,11,hal (keadaan) relatif; kenisbian,
MEDITERANIA,benda,11,laut di antara Eropa dan Afrika; Laut Tengah,
PARTISIPASI,benda,11,perihal turut berperan serta dalam suatu kegiatan; keikutsertaan; peran serta,
ULTRAVIOLET,benda,11,daerah spektrum elektromagnet yang terbentuk sekitar panjang gelombang 10�380 mm,
KOORDINATOR,benda,11,orang yang melakukan koordinasi; yang mengoordinasi,
DISTRIBUTOR,benda,11,orang atau badan yang bertugas mendistribusikan barang (dagangan); penyalur,
EKSPLOITASI,benda,11,pengusahaan; pendayagunaan,
KREATIVITAS,benda,11,perihal berkreasi; kekreatifan,
METABOLISME,benda,11,proses perputaran; gerak berputar,
TELEKINESIS,benda,11,gerak atau perpindahan tempat suatu benda tanpa disentuh atau tanpa penggunaan peralatan,
KAPITALISME,benda,11,"sistem dan paham ekonomi (perekonomian) yang modalnya (penanaman modalnya, kegiatan indust",
PATRIOTISME,benda,11,sikap seseorang yang bersedia mengorbankan segala-galanya untuk kejayaan dan kemakmuran ta,
KONFIGURASI,benda,11,bentuk horizontal dan vertikal bagian bumi,
KONTRADIKSI,benda,11,pertentangan antara dua hal yang sangat berlawanan atau bertentangan,
KANIBALISME,benda,11,pembunuhan yang sangat kejam dan sadis,
FATAMORGANA,benda,11,hal yang bersifat khayal dan tidak mungkin dicapai,
SOLIDARITAS,benda,11,sifat (perasaan) solider; sifat satu rasa (senasib dan sebagainya); perasaan setia kawan,
KLASIFIKASI,benda,11,penyusunan bersistem dalam kelompok atau golongan menurut kaidah atau standar yang ditetap,
PRIVATISASI,benda,11,"penjualan sebagian atau semua saham sebuah perusahaan milik pemerintah kepada publik, baik",
TESTOSTERON,benda,11,hormon laki-laki yang dihasilkan oleh testis yang menyebabkan timbulnya ciri seks sekunder,
ANTROPOLOGI,benda,11,"ilmu tentang manusia, khususnya tentang asal-usul, aneka warna bentuk fisik, adat istiadat",
KONSPIRATOR,benda,11,orang yang berkomplot,
OLAHRAGAWAN,benda,11,orang yang suka berolahraga (yang banyak melakukan atau mengambil bagian dalam olahraga),
METEOROLOGI,benda,11,ilmu pengetahuan tentang ciri-ciri fisika dan kimia atmosfer (untuk meramalkan keadaan cua,
JURNALISTIK,benda,11,seni kejuruan yang bersangkutan dengan pemberitaan dan persuratkabaran,
CENDEKIAWAN,benda,11,orang cerdik pandai; orang intelek,
KLARIFIKASI,benda,11,"penjernihan, penjelasan, dan pengembalian kepada apa yang sebenarnya (tentang karya ilmiah",
ARISTOTELES,benda,11,"filsuf, ilmuwan, kritikus teater Yunani, penulis teori analisis detail beberapa tipe drama",
ASTROFISIKA,benda,11,"cabang astronomi yang mempelajari tentang perilaku, sifat fisik, serta dinamika benda dan",
SKANDINAVIA,benda,11,"wilayah di Eropa Utara yang meliputi Denmark, Swedia, dan Norwegia",
SERTIFIKASI,benda,11,penyertifikatan,
TOKSIKOLOGI,benda,11,ilmu tentang zat beracun yang berbahaya,
ABRAKADABRA,benda,11,ucapan pemain sulap dalam pertunjukan sulap,
TRIANGULASI,benda,11,teknik navigasi yang menggunakan sifat-sifat segitiga trigonometri,
KOREOGRAFER,benda,11,koreograf,
KORESPONDEN,benda,11,pelapor atau wartawan yang tinggal dan bertugas di tempat lain yang secara teratur mengiri,
HALUSINOGEN,benda,11,bahan yang menimbulkan halusinasi,
KOLABORATOR,benda,11,orang yang bekerja sama (dengan musuh dan sebagainya),
KONTRASEPSI,benda,11,"cara untuk mencegah kehamilan (dengan menggunakan alat atau obat pencegah kehamilan, seper",
MANIFESTASI,benda,11,perwujudan atau bentuk dari sesuatu yang tidak kelihatan,
VISUALISASI,benda,11,proses pengubahan konsep menjadi gambar untuk disajikan lewat televisi oleh produsen,
INTEROGATOR,benda,11,penginterogasi,
SEKRETARIAT,benda,11,bagian organisasi yang menangani pekerjaan dan urusan yang menjadi tugas sekretaris; kepan,
MAHABHARATA,benda,11,"karya sastra kuno yang berasal dari India, ditulis oleh Begawan Byasa, yang menceritakan p",
PLANETARIUM,benda,11,bangunan berkubah setengah lingkaran untuk memperlihatkan susunan bintang-bintang di langi,
INTROSPEKSI,benda,11,"peninjauan atau koreksi terhadap (perbuatan, sikap, kelemahan, kesalahan, dan sebagainya)",
STERILISASI,benda,11,perlakuan untuk meniadakan kesanggupan berkembang biak pada hewan atau manusia dengan meng,
KONTINGENSI,benda,11,keadaan yang masih diliputi ketidakpastian dan berada di luar jangkauan,
KONSISTENSI,benda,11,kekentalan,
TRANSEKSUAL,benda,11,sesuatu yang dapat menimbulkan gairah,
VISIBILITAS,benda,11,"keadaan dapat dilihat dan diamati (terutama untuk keadaan cuaca, bendanya dapat dilihat de",
SOSIALISASI,benda,11,usaha untuk mengubah milik perseorangan menjadi milik umum (milik negara),
DISINFEKTAN,benda,11,"bahan kimia (seperti lisol, kreolin) yang digunakan untuk mencegah terjadinya infeksi atau",
KONTRIBUTOR,benda,11,penyumbang (karangan kepada majalah),
ENSEFALITIS,benda,11,"radang otak dengan gejala khas, seperti koma, demam, kejang",
KRIPTOGRAFI,benda,11,penyelidikan tentang kode rahasia,
INSINERATOR,benda,11,wadah pembakaran sampah,
TRANSMUTASI,benda,11,pemindahan,
KOMUNIKATOR,benda,11,orang atau kelompok orang yang menyampaikan pesan kepada komunikan,
MANIPULATOR,benda,11,orang yang melakukan manipulasi,
KREMATORIUM,benda,11,tempat untuk membakar mayat sehingga menjadi abu; perabuan,
KRIMINOLOGI,benda,11,ilmu atau pengetahuan tentang kejahatan dan tindak pidana,
DARMAWISATA,benda,11,perjalanan atau kunjungan singkat dengan tujuan bersenang-senang dan sebagainya; perjalana,
KONSOLIDASI,benda,11,peleburan dua perusahaan atau lebih menjadi satu perusahaan,
HIBRIDISASI,benda,11,persilangan dari populasi yang berbeda,
KONVERGENSI,benda,11,keadaan menuju satu titik pertemuan; memusat,
OTOMATISASI,benda,11,perihal otomatis; pengotomatisan,
KONDISIONER,benda,11,"cairan yang digunakan untuk meluruskan, memperindah, dan memudahkan pengaturan rambut sete",
IMPRESIONIS,benda,11,pengikut aliran impresionisme,
TERMINOLOGI,benda,11,peristilahan (tentang kata-kata),
DEKOMPOSISI,benda,11,proses perubahan menjadi bentuk yang lebih sederhana; penguraian,
INSEKTISIDA,benda,11,senyawa kimia yang digunakan untuk membunuh serangga (biasanya dengan mengusapkan atau men,
FILANTROPIS,benda,11,pelaku filantropi; humanitarian,
SENSUALITAS,benda,11,segala sesuatu yang mengenai badani bukan rohani,
TERMONUKLIR,benda,11,keperluan atau hubungan untuk bom termonuklir,
BINARAGAWAN,benda,11,orang yang melakukan olahraga binaraga; olahragawan binaraga,
BANJARMASIN,benda,11,ibu kota Provinsi Kalimantan Selatan,
DETERMINASI,benda,11,"hal menentukan (menetapkan, memastikan)",
SPONTANITAS,benda,11,kesertamertaan; kespontanan,
EFEKTIVITAS,benda,11,keefektifan,
ARGUMENTASI,benda,11,"alasan untuk memperkuat atau menolak suatu pendapat, pendirian, atau gagasan",
DETERMINASI,benda,11,"hal menentukan (menetapkan, memastikan)",
SPONTANITAS,benda,11,kesertamertaan; kespontanan,
EFEKTIVITAS,benda,11,keefektifan,
ARGUMENTASI,benda,11,"alasan untuk memperkuat atau menolak suatu pendapat, pendirian, atau gagasan",
