word,kelas,panjang,definisi,clue
MIN,benda,3,"tanaman herba genus Mentha, memiliki batang berbentuk persegi, bunga berukuran kecil berwa",Tanda kurang dalam hitungan
GAS,benda,3,uap dari bensin (bensol dan sebagainya),Wujud zat seperti udara
ARE,benda,3,"satuan ukuran luas, sama dengan 100 m_",Satuan ukuran luas tanah
CEK,benda,3,encek,Surat perintah bank
AJA,benda,3,sebutan putri bangsawan (Deli),Bermakna cuma atau hanya
BUT,benda,3,mulai awal,Titik mula sesuatu
KAK,benda,3,kakak; saudara tua,Panggilan saudara tua
POS,benda,3,prosedur operasional standar,Kantor kirim surat
NOT,benda,3,tanda nada tertentu pada musik; bunyi musik dengan frekuensi dasar tertentu; titi nada,Simbol nada musik
GAY,benda,3,pria yang mencintai atau merasakan rangsangan seksual sesama jenisnya,Sesama lelaki
SUN,benda,3,ciuman,Kecupan sayang singkat
ALI,benda,3,sapaan untuk laki-laki,Panggilan untuk kaum pria
ASA,aksi,3,sangka,Harapan yang tersisa
GUA,benda,3,liang (lubang) besar (pada kaki gunung dan sebagainya),Lubang besar gunung
PIL,benda,3,obat dalam bentuk butiran kecil padat; gentel; tablet,Obat bentuk bulat kecil
SUP,benda,3,"masakan berkuah dari kaldu yang diberi bumbu pala, lada, dan sebagainya, ada berbagai maca",Masakan berkuah hangat
KRU,benda,3,kerabat kerja,Tim di balik layar
ABU,benda,3,debu,Sisa hasil pembakaran
PAS,aksi,3,lulus (dalam ujian),Ukuran tepat sekali
CAT,benda,3,"bahan pewarna (berupa barang cair, cairan yang kental, atau tepung)",Pewarna dinding rumah
MEI,benda,3,magister ekonomi Islam,Bulan sebelum Juni
HIU,benda,3,"ikan laut kelas Chondrichtyes, pemakan ikan dan hewan laut lain, berbentuk torpedo, bertul",Predator laut bersirip
DAD,benda,3,(ditulis dengan titik bawah) huruf ke-15 abjad Arab,Salah satu huruf hijaiah
SET,aksi,3,mengeset,Atur sebelum mulai
JUN,benda,3,buyung atau tempayan kecil,Guci kecil tempat air
JET,benda,3,pesawat terbang bermesin yang digerakkan oleh tenaga pancaran gas; pesawat pancar gas,Pesawat cepat bermesin
BAN,benda,3,ikat pinggang; sabuk,Karet bundar kendaraan
LOS,benda,3,rumah besar panjang (pasar dan sebagainya); bangsal,Kios panjang di pasar
SOK,benda,3,kaus kaki panjang,Bergaya padahal tidak
BEL,benda,3,genta,Bunyi tanda kedatangan tamu
KEN,benda,3,kepalan; jurus (dalam olahraga kempo),Kepalan tangan bela diri
LEO,benda,3,singa,Zodiak berlambang singa
TUR,benda,3,perjalanan untuk bertamasya dan sebagainya,Perjalanan wisata berpemandu
BIS,benda,3,pembuluh,Kendaraan umum roda banyak
SEN,benda,3,"satuan uang senilai 1/100 dari nilai satuannya, seperti rupiah, dolar Amerika, dolar Austr",Pecahan kecil mata uang
SAH,aksi,3,tidak batal (tentang keagamaan),Berlaku secara resmi
JUS,benda,3,sari buah,Minuman sari buah blender
POP,benda,3,boneka,Genre musik masa kini
UJI,benda,3,"percobaan untuk mengetahui mutu sesuatu (ketulenan, kecakapan, ketahanan, dan sebagainya)",Percobaan cek kualitas
GUN,benda,3,serit pada perkakas tenun untuk memisahkan benang,Pemisah benang pada tenun
CAO,benda,3,ikan kecil yang diawetkan dalam botol dengan menggunakan garam dan pengawet kemudian diber,Ikan asin dalam botol
DOA,benda,3,"permohonan (harapan, permintaan, pujian) kepada Tuhan",Permohonan kepada Tuhan
RAS,benda,3,tiruan bunyi daun kering bergesekan,Klasifikasi berdasar ciri fisik
BAK,benda,3,buang air kecil,Wadah besar penampung air
CUT,benda,3,gelar bangsawan putri (di Aceh),Gelar bangsawan wanita Aceh
TAN,benda,3,sutan,Gelar adat Minangkabau
ERA,benda,3,kurun waktu dalam sejarah; sejumlah tahun dalam jangka waktu antara beberapa peristiwa pen,Masa atau jaman
DAE,benda,3,gelar untuk bangsawan perempuan suku Bima yang sudah menikah,Gelar wanita bangsawan Bima
TOP,benda,3,baju kebaya; baju top,Terbaik dan paling unggul
JAS,benda,3,"baju resmi (potongan Eropa) berlengan panjang, berkancing satu sampai tiga, dipakai di lua",Setelan resmi model Eropa
ROB,aksi,3,pasang besar yang menyebabkan luapan air laut,Banjir dari pasang laut
MAK,benda,3,mamak,Sebutan akrab bagi ibu
RAM,benda,3,jendela,Kerangka daun jendela
REM,benda,3,penghambat; penghalang; pengekang,Penghimpit besi tipis
BAB,benda,3,hal; masalah,Bagian dalam buku
RAK,benda,3,tiruan bunyi pena digoreskan,Tempat menyimpan buku
TON,benda,3,seribu rupiah,Satuan berat seribu kilogram
DEK,benda,3,geladak kapal,Lantai atas kapal
BAD,benda,3,angin,Udara yang berembus
PON,benda,3,satuan ukuran berat 500 gr,Ukuran berat setengah kilogram
GEN,benda,3,bagian kromosom yang menjadi lokasi sifat-sifat keturunan; faktor keturunan,Turun temurun
HIS,benda,3,penguncupan (pengerutan) rahim pada waktu persalinan,Kontraksi otot rahim
GUS,benda,3,nama julukan atau nama panggilan untuk anak laki-laki,Panggilan putra kiai
SON,benda,3,"bawang putih yang dipanen muda, yaitu pada umur 70 hari pascatanam",Bawang putih muda
FLU,benda,3,penyakit menular pada saluran pernapasan yang disebabkan oleh virus; influenza; pilek,Penyakit
DIL,benda,3,permainan yang menggunakan bola keras dan tongkat pemukul bola,Permainan pukul bola
AIN,benda,3,mata,Indra penglihatan manusia
PAN,benda,3,"alat (tempat) untuk memanggang (kue dan sebagainya), terbuat dari seng tebal (bekas kaleng",Wadah pemanggang kue
YUP,benda,3,pemukul dari batu untuk perang,Pemukul batu untuk perang
GOL,benda,3,gawang pada permainan bola,Bola masuk
HAD,benda,3,batas; hingga,Batas paling akhir
TIP,aksi,3,mengetip,Uang tambahan untuk pelayan
NAN,benda,3,"roti pipih beragi yang terbuat dari tepung gandum, permukaannya ditaburi wijen atau jintan",Roti pipih khas India
HAS,benda,3,daging bagian pinggang atau lambung (sapi dan sebagainya),Daging pinggang sapi
ANU,benda,3,"yang tidak disebutkan namanya (orang, benda, dan sebagainya)",Sesuatu yang tak disebut
WEI,benda,3,laktoserum,Cairan sisa dadih susu
UFO,benda,3,"anomali yang muncul di langit yang tidak dapat diidentifikasi, sering dikaitkan dengan keb",Benda asing terbang
ZAT,benda,3,wujud; hakikat (Allah),Unsur pembentuk materi
MAL,benda,3,dana,Pusat perbelanjaan besar
MAS,benda,3,emas,Logam mulia berkilau
LAS,benda,3,penyambungan (besi dan sebagainya) dengan cara membakar,Menyambung logam dengan api
ROK,benda,3,gaun,Busana bawahan wanita
WEB,benda,3,"sistem untuk mengakses, memanipulasi, dan mengunduh dokumen hipertaut yang terdapat dalam",Jaringan situs internet
WAN,benda,3,tuan,Sebutan lelaki terhormat
YEN,benda,3,mata uang Jepang,Mata uang negeri sakura
REL,benda,3,besi batang untuk landasan jalan kereta api (trem dan sebagainya),Lintasan besi kereta api
PRO,benda,3,profesional,Bukan level amatir
SAL,benda,3,"ruang besar (di rumah sakit, asrama, dan sebagainya); bangsal",Ruang rawat rumah sakit
LES,benda,3,tali kekang; tali kendali,Belajar tambahan sepulang sekolah
BUM,benda,3,pabean,Kantor bea cukai
LIN,benda,3,pita,Jalur atau trayek
SKI,benda,3,papan panjang pipih dengan ujung agak melengkung yang digunakan sebagai sepatu untuk melun,Papan luncur di salju
POT,benda,3,pispot,Wadah tanaman hias
SIL,benda,3,surat keterangan menyimpan barang di sebuah gudang yang disewakan untuk umum dan sebagainy,Surat tanda simpan gudang
CAP,benda,3,merek,Stempel penanda resmi
ELO,benda,3,"ukuran panjang, sama dengan 0,688 m",Satuan panjang kain lama
LEM,benda,3,"barang cair atau liat, dipakai untuk merekatkan sesuatu pada barang lain; perekat",Cairan lengket rekat
UAP,benda,3,gas yang terjadi dari cairan (air dan sebagainya) apabila dipanaskan; bentuk gas suatu zat,Gas dari air panas
PAL,benda,3,faal,Tonggak penanda jarak
BIT,benda,3,satuan kecepatan transfer data terkecil dalam sistem informasi,Angka nol atau satu
BAM,benda,3,tiruan bunyi yang berat dan lembut pada gendang,Bunyi pukulan gendang
TAO,benda,3,konsep metafisika yang berasal dari ujaran-ujaran Lao-Tzu yang berkembang menjadi ajaran a,Falsafah metafisika Tionghoa
KIT,benda,3,wadah,Satu set peralatan
CAL,benda,3,syal; selendang; mafela,Kain penghangat leher
TOS,benda,3,undian dengan cara melemparkan uang logam dan sebagainya (seperti untuk menentukan kalah m,Tepuk telapak tangan
BOR,benda,3,papan (dalam kelas dan sebagainya) untuk menulis; papan tulis,Alat pelubang dinding
BON,benda,3,gabungan perkumpulan olahraga; perserikatan,Nota bukti pembayaran
TOL,benda,3,pintu cukai; gerbang cukai,Jalan bebas hambatan
SER,benda,3,deretan suksesi ekologi komunitas tumbuhan pada suatu habitat dari priser sampai klimaks,Urutan komunitas tumbuhan
BAO,benda,3,duda (di Halmahera),Pria yang ditinggal istri
FAN,benda,3,pengagum; penggemar,Pengikut setia idola
ACE,benda,3,perempuan Tionghoa dewasa,Perempuan Tionghoa dewasa
EGO,benda,3,aku; diri pribadi,Rasa mementingkan diri
ISU,benda,3,masalah yang dikedepankan (untuk ditanggapi dan sebagainya),Topik lagi ramai dibicarakan
ELU,aksi,3,longok,Sebutan kamu ala Betawi
ARI,benda,3,hari,Pergantian siang dan malam
KOI,benda,3,kerabat dari pihak ibu dalam sistem perkawinan masyarakat Aceh,Ikan hias kolam berwarna
GAO,benda,3,sumber air panas,Mata air panas alami
ABE,benda,3,abab,Uap napas dari mulut
MEL,aksi,3,"memberitahukan; menyebutkan (nama, alamat, dan sebagainya); melaporkan diri",Menyampaikan pemberitahuan resmi
KOL,benda,3,kubis,Sayur bulat berlapis
SOL,benda,3,telapak (alas) sepatu (sandal dan sebagainya),Alas bawah sepatu
ALA,benda,3,"tanah yang tidak dikerjakan lagi, tetapi pemilik atau keturunannya masih mempunyai hak uta",Menurut gaya tertentu
AHA,benda,3,piring yang terbuat dari batok kelapa,Seruan tanda mengerti
UNI,benda,3,kakak perempuan,Sebutan kakak perempuan
DAM,benda,3,dekameter,Bendungan penahan air
TAR,benda,3,tiruan bunyi mencambuk,Kue ulang tahun
GIN,benda,3,mesin untuk memisahkan serat kapas dari bijinya,Mesin pemisah biji kapas
LAP,benda,3,jarak sepanjang kolam renang,Kain pembersih permukaan
CAM,aksi,3,memperhatikan; berminat,Menaruh perhatian penuh
BOT,benda,3,robot,Program otomatis komputer
TUK,benda,3,mata air,Sumber air alami
DIK,benda,3,daftar isian kegiatan,Panggilan buat yang muda
PIT,benda,3,sepeda,Kendaraan roda dua dikayuh
LAU,benda,3,sarung tradisional wanita Sumba,Kain sarung khas Sumba
BAI,benda,3,pengantin baru laki-laki,Pengantin baru pria
YIN,benda,3,"kekuatan feminin, negatif, dan pasif dalam alam semesta",Kekuatan feminin dan pasif
RUM,benda,3,lemak kentalan air susu; kepala susu,Lapisan lemak pada susu
WOL,benda,3,"bulu binatang yang halus (seperti bulu domba) untuk bahan pakaian (baju hangat, jas, celan",Bulu domba untuk pakaian
ADU,benda,3,lomba,Saling bertanding kekuatan
NON,benda,3,nona,Panggilan untuk gadis
AIB,benda,3,cela; noda; salah; keliru,Noda yang memalukan
BEA,benda,3,pajak; cukai,Pungutan pajak barang
TIN,benda,3,kaleng; belek,Wadah logam untuk makanan
RIM,benda,3,ikat pinggang dari kulit,Satuan jumlah kertas
NEK,benda,3,nenek,Ibu dari orang tua
BRA,benda,3,kutang; beha,Pakaian dalam wanita
ATM,benda,3,atmosfer,Kotak pemberi uang
RAP,benda,3,tiruan bunyi kayu bergesek dengan kayu dan sebagainya,Gaya musik berima cepat
MAD,benda,3,tanda bunyi panjang dalam bahasa Arab (bunyi pendek menjadi bunyi panjang),Panjang bacaan huruf Arab
KEK,benda,3,kakek,Ayah dari orang tua
KAS,benda,3,keluar masuknya uang,Simpanan uang tunai
DOR,benda,3,tiruan bunyi letusan senapan,Bunyi tembakan pistol
IRA,benda,3,garis atau urat kayu,Garis serat pada kayu
TUM,aksi,3,dibungkus,Makanan dibungkus daun pisang
KAP,benda,3,tali di kapal,Tudung pelindung lampu
JAB,benda,3,"jenis pukulan dalam tinju, lurus, dan pendek",Pukulan lurus tinju
DOL,benda,3,gendang,Alat musik pukul tradisional
PUB,benda,3,tempat hiburan khusus untuk mendengarkan musik sambil minum-minum yang dibuka pada waktu m,Tempat hiburan minum malam
KUN,benda,3,kata yang diucapkan Allah Swt. ketika menciptakan sesuatu yang Dia kehendaki,Sabda Tuhan saat mencipta
DAI,benda,3,simpul mati di kail atau jangkar,Juru dakwah Islam
POD,benda,3,"kontainer berbentuk panjang dan sempit, digantung di bawah pesawat udara, digunakan untuk",Wadah panjang bawah pesawat
BAH,benda,3,"air yang meluap, mengalir deras, dan menggenangi sawah (perkampungan, kota, dan sebagainya",Luapan air deras
KTP,benda,3,kartu tanda penduduk,Tipis dan berwajah
CIK,benda,3,encik,Sapaan hormat Melayu
SAT,benda,3,takaran beras dan sebagainya,Ukuran takaran beras
CAR,benda,3,daerah kekuasaan yang harus dipertahankan sebagai bentuk harga diri,Daerah kekuasaan dipertahankan
HOP,benda,3,"kepala, misalnya kepala regu",Pemimpin sebuah regu
DOT,benda,3,alat dari karet untuk menyusui bayi; puting karet penutup botol susu bayi,Karet pengganti puting susu
LOT,benda,3,undian; lotre,Undian penentu nasib
LAM,benda,3,nama huruf ke-23 dalam abjad Arab,Huruf dalam abjad Arab
SIS,benda,3,tiruan bunyi desis (tentang angin berembus dan sebagainya),Tiruan bunyi angin berembus
WIG,benda,3,"rambut tiruan (rambut buatan, rambut palsu) sebagai penutup kepala",Rambut palsu penutup kepala
MAM,benda,3,mama; mami,Panggilan untuk seorang ibu
ONS,benda,3,satuan ukuran berat (massa) sama dengan seratus gram,Satuan berat seratus gram
OLI,benda,3,"minyak pelumas (motor, mesin, dan sebagainya)",Pelumas mesin kendaraan bermotor
AKA,benda,3,ayun kanan,Ayunan ke arah kanan
CUP,benda,3,tiruan bunyi barang yang dicelupkan dan sebagainya,Tiruan bunyi benda dicelup
IGA,benda,3,tulang yang pipih dan melengkung di bagian dada yang bersambung dengan tulang dada dan tul,Tulang rusuk pada dada
PEN,benda,3,"penyangga dari logam (tembaga dan sebagainya) untuk memperkuat tulang yang retak, patah, r",Logam penguat tulang patah
ZEN,benda,3,"aliran agama Buddha di Asia Timur, terutama berkembang di Jepang dan berpengaruh besar ter",Aliran meditasi agama Buddha
DUM,benda,3,sesuatu yang sudah tidak dipakai lagi; bekas,Barang bekas tak terpakai
AMA,benda,3,panggilan kepada orang tua laki-laki,Panggilan untuk seorang ayah
TIK,benda,3,mesin tik,Mesin tulis manual kuno
DAO,benda,3,tombak yang digunakan untuk menangkap buaya,Tombak penangkap buaya
HUB,benda,3,perangkat yang memungkinkan jaringan eternet menggunakan tata letak fisik mirip dengan jar,Perangkat penghubung jaringan komputer
NAS,benda,3,teks,Petikan ayat kitab suci
LAI,benda,3,helai,Satuan untuk lembaran kertas
TER,benda,3,barang cair yang hitam warnanya untuk mengecat; aspal,Cairan hitam pelapis jalan
LIL,benda,3,lukah (bubu) yang berpintu di samping,Perangkap ikan berpintu samping
WAI,benda,3,sungai; kali,Aliran air menuju laut
VAS,benda,3,pembuluh dalam tubuh,Wadah untuk bunga hias
AKI,benda,3,ayun kiri,Baterai kendaraan bermotor
TAP,aksi,3,tuang,Menuang ke dalam wadah
RSJ,benda,3,rumah sakit jiwa,Perkumpulan jiwa yang hilang
PEL,benda,3,(helai) kertas,Alat pembersih lantai basah
JIP,benda,3,"mobil jenis jip, tetapi lebih besar dan mewah",Mobil tangguh segala medan
FAI,benda,3,harta pampasan perang yang diperoleh tanpa melalui pertempuran,Harta rampasan perang
GIM,benda,3,permainan,Hiburan interaktif di layar
KIP,benda,3,mata uang Laos,Mata uang negara Laos
ADI,benda,3,penutup atau pengalas lantai yang terbuat dari kain (seperti tikar),Alas lantai dari kain
SUH,benda,3,panas badan; suhu,Derajat panas tubuh
RAT,benda,3,alam; jagat; dunia,Jagat alam semesta
HUN,benda,3,"satuan ukuran berat, sama dengan 1/100 tahil atau 0,378 g",Satuan berat sangat kecil
SAI,aksi,3,berjalan dan berlari-lari kecil pulang pergi tujuh kali dari Safa ke Marwa pada waktu mela,Ritual lari saat haji
BAS,benda,3,kepala; pembesar,Atasan di tempat kerja
BAT,benda,3,efa,Satuan takaran zat cair
NET,benda,3,rajut untuk pelindung rambut (sanggul dan sebagainya),Jaring pembatas lapangan voli
AUR,aksi,3,tabur,Sejenis pohon bambu
GEL,benda,3,filter berwarna yang ketika ditempatkan di depan lampu akan memberi warna pada cahaya,Zat kental penata rambut
MOK,benda,3,piala dari email,Cangkir besar untuk minum
GUK,benda,3,tiruan bunyi anjing menggonggong,Bunyi anjing menyalak
LIT,benda,3,alat yang terbuat dari daun rotan muda yang dikeringkan dan digunakan untuk mengikat tangk,Pengikat dari daun rotan
SAD,benda,3,nama huruf ke-14 abjad Arab,Huruf dalam abjad Arab
AVE,benda,3,mata pisau,Bagian tajam pada pisau
ETA,benda,3,nama huruf ke-7 abjad Yunani,Huruf dalam abjad Yunani
DIN,benda,3,agama,Kepercayaan kepada Tuhan
PAH,benda,3,papah,Menopang orang yang berjalan
APE,benda,3,"kue apam kecil yang dibuat dari adonan tepung terigu, gula, dan telur, rasanya manis dan g",Kue manis dari terigu
SOM,benda,3,satuan mata uang Kirgizstan,Mata uang Kirgizstan
BEO,benda,3,"burung berbulu hitam berkilau yang dapat dilatih menirukan bunyi (kata-kata, nyanyian, dan",Burung hitam peniru suara
DAR,benda,3,tempat,Tempat atau negeri
BET,benda,3,pemukul bola dalam olahraga tenis meja,Pemukul dalam permainan pingpong
SAR,benda,3,tiruan bunyi angin kencang dan sebagainya,Bunyi angin bertiup kencang
MAT,benda,3,irama,Akhir permainan catur
MOB,benda,3,sekelompok orang (tanpa dukungan masyarakat) yang dengan marah menyerang dan berusaha melu,Gerombolan orang yang mengamuk
YAK,benda,3,"lembu yang hidup di Pegunungan Himalaya, bulunya sangat tebal dan panjang, mempunyai tandu",Lembu berbulu tebal Himalaya
OHM,benda,3,satuan hambatan listrik sebagai tahanan antara dua ujung yang dilalui arus listrik jika pa,Satuan hambatan aliran listrik
IDA,benda,3,gelar golongan Brahmana,Gelar kasta Brahmana
AGE,benda,3,"masakan khas Brebes mirip rendang, dibuat dari daging sapi atau kerbau, rasanya manis dan",Masakan khas mirip rendang
EON,benda,3,kesatuan jangka waktu sepanjang satu miliar (109) tahun,Kurun waktu sangat panjang
UBI,benda,3,"umbi atau akar dari berbagai macam tumbuhan yang biasanya dapat dimakan, seperti -- jalar,",Umbi tanaman yang dimakan
JOK,benda,3,"tempat duduk yang berlapis kasur (karet busa, pegas, dan sebagainya) dalam mobil, becak, d",Tempat duduk empuk kendaraan
SUM,benda,3,kapal Siam,Kapal dari negeri Siam
FON,benda,3,bunyi ujar yang dihasilkan oleh alat ucap; bunyi bahasa,Satuan bunyi ujaran
LEI,benda,3,batu tulis,Papan tulis dari batu
COP,benda,3,pukulan yang menyebabkan jatuhnya bola di lapangan depan dekat net (dalam permainan bulu t,Pukulan halus dekat net
DUO,benda,3,"kolaborasi atau kemitraan antara dua orang (dalam musik, olahraga, dan sebagainya)",Pasangan berjumlah dua orang
KIA,aksi,3,jahit (dengan tangan),Menjahit memakai tangan
PAR,benda,3,jumlah pukulan dan gol yang dinilai terbaik dalam permainan golf,Jumlah pukulan baku golf
PET,benda,3,topi (songkok) yang bagian depannya memakai tutup,Topi dengan tutup depan
GAN,benda,3,juragan,Sapaan untuk majikan
ARA,benda,3,panggilan sayang kepada anak gadis,Sapaan sayang untuk gadis
AGO,benda,3,"tempat untuk membawa ikan, terbuat dari bambu yang dianyam, bentuknya bulat dan bagian b",Keranjang bambu untuk ikan
KAM,benda,3,sisir kuda-kuda,Sisir pada alat tenun
NIA,benda,3,kerah (leher) baju,Bagian leher pada baju
ION,benda,3,"partikel (atom atau molekul) yang bermuatan listrik, yang dihasilkan atau terbentuk dengan",Atom yang bermuatan listrik
RAI,benda,3,gembala,Penggembala hewan ternak
SOP,benda,3,sup,Masakan berkuah isi sayuran
GAM,benda,3,tiruan bunyi gemuruh seperti meriam dan sebagainya; degam,Bunyi dentuman seperti meriam
ADE,benda,3,pegangan kantong atau noken,Tali pegangan tas
GAH,benda,3,kemasyhuran dan kemuliaan,Ketenaran dan kemuliaan
GUL,benda,3,bunga mawar,Bunga lambang cinta
LEK,benda,3,satuan mata uang Albania,Mata uang Albania
SWT,benda,3,"ungkapan yang artinya 'Mahasuci dan Mahatinggi Allah', biasanya diucapkan sesudah menyebut",Allah
EJA,aksi,3,lafal huruf satu demi satu,Menyebut huruf satu-satu
USG,benda,3,ultrasonografi,Penerawang awal kehidupan
JEM,benda,3,selai; jeli,Olesan manis pada roti
URI,benda,3,organ tubuh yang menghubungkan badan ibu dengan bayi di dalam rahim; ari-ari; tembuni; pla,Penghubung ibu dan janin
AKE,benda,3,ukiran yang melambangkan persamaan cita-cita dan keyakinan pada bingkai pintu dan daun jen,Ukiran pada bingkai pintu
AKO,benda,3,"kata sapaan kepada laki-laki keturunan Cina dalam masyarakat Flores Timur, Nusa Tenggara T",Sapaan lelaki keturunan Tionghoa
CAS,aksi,3,mengisi daya listrik,Isi ulang baterai ponsel
MUG,benda,3,"gelas atau wadah air minum yang memiliki gagang, berukuran lebih besar daripada cangkir",Gelas besar bergagang
PNS,benda,3,pegawai negeri sipil,Budak negara
KOS,benda,3,indekos,Kamar sewa bulanan
GAP,benda,3,celah,Sela sempit di antara
ASI,benda,3,perhatian,Rasa peduli dan minat
KOM,benda,3,baskom,Wadah besar tempat air
MOL,benda,3,aksidental yang ditempatkan sebelum sebuah not yang menurunkannya setengah nada,Tanda penurun setengah nada
COR,aksi,3,tuang,Menuang adukan semen
POK,benda,3,"jenis kayu yang ulet, mengeluarkan lendir jika kena air, digunakan sebagai bantalan poros",Jenis kayu untuk bantalan
ROL,benda,3,peranan,Peran dalam sandiwara
DIM,benda,3,"ukuran panjang 1/12 kaki; 2,54 ml; inci",Satuan panjang setara inci
POL,benda,3,penuh,Sudah terisi seluruhnya
PEI,aksi,3,cara bermain kartu dengan menggunakan kartu ceki,Permainan dengan kartu ceki
POO,benda,3,minyak yang dibuat dari pohon merdinah (Mentha merdinah) dan pohon poko (Mentha orvensib),Minyak dari pohon mint
MAG,benda,3,lambung,Organ pencerna makanan
LEV,benda,3,mata uang Bulgaria,Mata uang Bulgaria
ABA,benda,3,ayah; bapak,Panggilan kepada orang tua lelaki
BUK,aksi,3,pesan,Memesan tempat lebih dulu
HAP,benda,3,lempeng timah tipis bekas tempat candu,Lempeng timah tempat candu
BEK,benda,3,kepala kampung (pada zaman penjajahan Belanda),Pemain belakang sepak bola
KOH,benda,3,engkoh,Panggilan kakak lelaki Tionghoa
GUM,benda,3,tiruan bunyi meriam,Tiruan bunyi ledakan meriam
DOI,benda,3,uang,Istilah gaul untuk uang
BUN,benda,3,bunda,Sebutan mesra seorang ibu
ALU,benda,3,alat untuk menumbuk padi dan sebagainya yang dibuat dari kayu; antan,Penumbuk padi dari kayu
LIK,benda,3,sebab yang dicari-cari; dalih,Alasan pura-pura untuk mengelak
AGU,benda,3,sebutan untuk orang gunung atau orang yang tinggal di pedalaman pulau Alor,Sapaan penghuni pedalaman gunung
ROS,benda,3,mawar1,Bunga tanda kasih sayang
KAD,benda,3,kartu,Lembar identitas atau ucapan
BOL,benda,3,ujung usus pada pelepasan (dubur),Ujung usus dekat dubur
BBM,benda,3,bahan bakar minyak,Minuman mahkluk keras
ANI,benda,3,pemidangan dari kayu tempat memasang lungsin (pada perkakas tenun); anian,Perkakas pemasang benang tenun
JIB,benda,3,layar berbentuk segitiga yang dipasang pada tiang terdepan,Layar segitiga di haluan
COB,aksi,3,menggerak-gerakkan badan ke atas dan ke bawah (pada waktu berjalan cepat),Gerak badan naik turun
KUA,benda,3,Kantor Urusan Agama (kantor yang melaksanakan sebagian tugas kantor Kementerian Agama Indo,Tempat bilang SAH
CUE,benda,3,pindang,Ikan rebus berbumbu garam
LAD,aksi,3,keluar dari desa karena tidak mematuhi ketentuan adat yang berlaku di desa itu,Terusir dari desa adat
MUR,benda,3,"damar yang harum baunya, dipakai untuk dupa dan sebagainya",Pasangan baut pengencang
GAR,benda,3,tiruan bunyi seperti guruh dan sebagainya,Tiruan bunyi guruh
LUK,benda,3,keluk (pada keris),Kelok pada bilah keris
ITO,benda,3,panggilan bagi saudara laki-laki yang belum berumah tangga,Panggilan pria belum menikah
ZAI,benda,3,nama huruf ke-11 abjad Arab,Huruf kesebelas abjad Arab
KHA,benda,3,nama huruf ke-7 abjad Arab,Huruf ketujuh abjad Arab
BID,benda,3,"tawaran harga atau membeli sesuatu pada harga tertentu, khususnya pada penjualan lelang",Tawaran harga dalam lelang
ASU,benda,3,anjing,Hewan penggonggong penjaga rumah
VAK,benda,3,mata pelajaran; mata kuliah,Cabang mata pelajaran
AIS,benda,3,puting susu babi,Puting susu induk babi
MIM,benda,3,nama huruf ke-24 abjad Arab,Huruf ke-24 abjad Arab
BOG,benda,3,rawa gambut lumut,Rawa gambut berlumut
ATE,benda,3,daun sagu yang dijahit untuk dijadikan atap,Daun sagu untuk atap
KOA,benda,3,permainan kartu ceki,Permainan memakai kartu ceki
