word,kelas,panjang,definisi,clue
ADAM,benda,4,bumi; tanah,Tanah tempat kita berpijak
GAUN,benda,4,baju terusan wanita,Busana pesta wanita
KRIM,benda,4,kepala susu,Lapisan lembut susu
ABAD,benda,4,masa seratus tahun,Satuan seratus tahun
KACA,benda,4,contoh; teladan,Benda tembus pandang
MARK,benda,4,mata uang Jerman sebelum Euro,Bekas mata uang Jerman
TIPE,benda,4,model; contoh; corak,Jenis suatu barang
ARTI,benda,4,guna; faedah,Makna sebuah kata
TRIK,benda,4,"akal, muslihat; kiat",Tipu daya cerdik
MUKA,benda,4,orang,Bagian depan kepala
BLOK,benda,4,kontrol,Kelompok rumah berderet
COME,benda,4,perangkap dari ruas bambu yang dipotong dan ditancapkan di dasar sungai atau kolam,Perangkap ikan dari bambu
URUS,aksi,4,rawat; piara; pelihara; atur,Kelola dengan telaten
PAUS,benda,4,pemimpin tertinggi agama Katolik (berkedudukan di Vatikan),Mamalia terbesar laut
DOSA,benda,4,perbuatan yang melanggar hukum Tuhan atau agama,Pelanggaran hukum Tuhan
PERI,benda,4,kata,Makhluk kecil bersayap dongeng
GENG,benda,4,gerombolan,Kelompok teman solid
KUIL,benda,4,bangunan tempat memuja (menyembah) dewa,Tempat sembah dewa
EFEK,benda,4,akibat; pengaruh,Akibat dari sebab
LUAS,benda,4,"ukuran panjang-lebarnya bidang (lapangan, ruangan, dan sebagainya)",Ukuran ruang lebar
MADU,benda,4,manis sekali,Cairan manis lebah
ASAP,benda,4,uap yang dapat terlihat yang dihasilkan dari pembakaran,Kepulan hasil bakar
AKSI,benda,4,gerakan,Tindakan penuh drama
POIN,benda,4,hal,Nilai dalam pertandingan
OPPA,benda,4,"panggilan dari perempuan kepada laki-laki lebih tua, biasanya yang memiliki hubungan dekat",Sapaan akrab ala Korea
JUAL,aksi,4,tukar sesuatu dengan uang,Tukar barang uang
RODA,benda,4,kegiatan (gerak) yang bersinambung,Bagian bulat kendaraan
GULA,benda,4,"bahan pemanis biasanya berbentuk kristal (butir-butir kecil) yang dibuat dari air tebu, ar",Pemanis kristal putih
GRUP,benda,4,rombongan; kelompok; golongan,Kumpulan orang sepaham
LANA,benda,4,"tanaman merambat berdaun lanset, bunganya bermahkota lima, berwarna kebiruan; rumput melia",Tanaman merambat berbunga biru
DEBU,benda,4,serbuk halus (dari tanah dan sebagainya); abu; duli; lebu,Partikel halus melayang
DADA,benda,4,rongga tubuh tempat letak jantung dan paru-paru,Rongga jantung paru
PETI,benda,4,"kotak bertutup (dibuat dari kayu, logam, dan sebagainya)",Kotak kayu tertutup
MAYA,benda,4,"suku bangsa yang mendiami daerah Kabupaten Raja Ampat, Papua; Salawati; Samate; Sailolof",Dunia tanpa wujud nyata
BANG,benda,4,azan,Sapaan untuk kakak pria
BONG,benda,4,pekuburan Cina,Makam orang Tionghoa
KEJU,benda,4,bahan makanan yang dibuat dari sari air susu melalui proses peragian yang dikeraskan (dike,Olahan padat susu
LIFT,benda,4,"alat untuk mengangkat orang atau barang yang digerakkan dengan tenaga listrik, dapat turun",Kotak naik turun gedung
ZONA,benda,4,daerah (dalam kota) dengan pembatasan khusus; kawasan,Kawasan dengan batas
AWAN,benda,4,tempat yang tinggi sekali,Gumpalan putih langit
PIPA,benda,4,cerobong,Saluran air bulat panjang
AJAK,benda,4,anjing ajak,Membujuk agar ikut serta
KAMP,benda,4,tempat untuk tinggal sementara,Tempat tinggal sementara
APEL,benda,4,upacara,Barisan pagi sekolah
INTI,benda,4,bagian konstruksi yang paling bebas atau dominan,Bagian paling penting
CIUM,aksi,4,sentuh dengan bibir atau hidung,Sentuh bibir mesra
SEWA,benda,4,penumpang,Bayar pakai sementara
UMAT,benda,4,makhluk manusia,Pengikut suatu agama
KAUM,benda,4,suku bangsa,Golongan sekelompok orang
BULU,benda,4,serabut halus pada tumbuh-tumbuhan; miang,Rambut halus binatang
LONG,benda,4,petasan besar,Petasan berukuran besar
POLA,benda,4,sistem; cara kerja,Susunan berulang teratur
RAYA,benda,4,"ibu kota Kabupaten Simalungun, Provinsi Sumatra Utara",Sebutan untuk hari besar
BAJA,benda,4,pupuk,Logam kuat konstruksi
JURI,benda,4,orang yang menilai salah atau benar di pengadilan (di beberapa negeri Barat),Penilai lomba kompetisi
SEMI,benda,4,bertunas,Musim bunga bermekaran
SUHU,benda,4,keadaan atau situasi,Ukuran panas dingin
EKOR,benda,4,kata penggolong untuk binatang,Bagian belakang hewan
ALAN,benda,4,bekal makanan yang dimasak dari rumah untuk di kebun,Bekal makanan ke kebun
RUTE,benda,4,jalan yang ditempuh (dilalui),Peta perjalanan ditempuh
GAJI,benda,4,upah kerja yang dibayar dalam waktu yang tetap,Upah kerja bulanan
TATO,benda,4,gambar (lukisan) pada kulit tubuh,Gambar permanen kulit
GANG,benda,4,jalan kecil yang biasanya hanya memuat kendaraan roda dua (di kampung-kampung dalam kota);,Jalan sempit perkampungan
WANG,benda,4,kediaman raja; istana,Tempat kediaman seorang raja
NADA,benda,4,"tinggi rendahnya bunyi (dalam lagu, musik, dan sebagainya)",Tinggi rendah bunyi lagu
STAF,benda,4,sekelompok perwira yang memimpin (mengatur dan sebagainya) tentara,Kelompok pegawai kantor
AJAR,benda,4,buah pertama (tentang tanaman),Proses transfer ilmu
TONG,benda,4,tiruan bunyi kentungan,Wadah bundar besar
KOIN,benda,4,mata uang logam,Uang logam bulat
CUCI,aksi,4,membersihkan sesuatu dengan air dan sebagainya; kumbah,Bersihkan dengan air sabun
TANK,benda,4,mobil berlapis baja yang beroda gigi yang bergerak (berputar) di atas roda rantai yang mel,Kendaraan lapis baja perang
PERS,benda,4,usaha percetakan dan penerbitan,Dunia media cetak
TEPI,benda,4,perbatasan (kota dan sebagainya),Bagian pinggir sesuatu
MARS,benda,4,dewa perang bangsa Romawi,Lagu kebangsaan berbaris
ASIA,benda,4,"benua terbesar yang berbatasan dengan Pegunungan Ural dan Kaukasus serta Samudra Arktika,",Benua terbesar di dunia
IKAT,benda,4,kebat,Simpul pengencang tali
DAUN,benda,4,"bagian barang yang tipis lebar (seperti -- dayung, -- jendela, -- pintu)",Bagian hijau tumbuhan tipis
RUSA,benda,4,peti lompatan kecil (dalam senam),Hewan hutan bertanduk lembut
RELA,aksi,4,bersedia dengan ikhlas hati,Ikhlas tanpa paksaan
BEDA,benda,4,selisih; pautan,Selisih antara dua hal
INFO,benda,4,informasi,Kabar singkat disampaikan
KAIN,benda,4,barang yang ditenun dari benang kapas,Bahan tenun dari benang
GOLF,benda,4,cabang olahraga yang dimainkan dengan menggunakan bola kecil untuk dipukul dengan tongkat,Olahraga pukul bola lubang
SOFA,benda,4,"kursi panjang bertangan dan bersandaran, biasanya berlapis karet dan busa yang dibungkus k",Kursi empuk ruang tamu
IPAR,benda,4,saudara suami atau istri,Saudara dari pasangan menikah
ATUR,aksi,4,tusuk,Susun secara rapi tertib
KARA,benda,4,"tumbuhan berbuah polongan, pohonnya merambat, buahnya sepanjang 5�7 cm, lebar dan berdagin",Tanaman polong yang merambat
JUNI,benda,4,bulan ke-6 tarikh Masehi (30 hari),Bulan pertengahan tahun
KUTU,benda,4,perkumpulan dagang dan sebagainya; sekutu,Parasit kecil di rambut
OTOT,benda,4,urat yang keras,Jaringan kuat penggerak tubuh
KOKI,benda,4,juru masak; ahli dalam seni boga,Juru masak restoran ahli
DEWI,benda,4,jantung hati,Perempuan penghuni kayangan
ASET,benda,4,modal; kekayaan,Kekayaan bernilai dimiliki
OVER,aksi,4,oper,Lewat batas seharusnya
HOMO,benda,4,homoseksual,Tertarik pada sesama jenis
TATA,benda,4,"aturan (biasanya dipakai dalam kata majemuk); kaidah, aturan, dan susunan; cara menyusun;",Aturan dan susunan teratur
PENA,benda,4,"alat untuk menulis dengan tinta, dibuat dari baja dan sebagainya yang runcing dan belah",Alat tulis bertinta
INCI,benda,4,"ukuran panjang sama dengan 1/12 kaki (2,54 cm)",Satuan panjang seperduabelas kaki
CUTI,aksi,4,libur; vakansi,Izin libur dari pekerjaan
IRIS,benda,4,diafragma dalam lensa kamera,Memotong tipis-tipis
ARAB,benda,4,nama bangsa di Jazirah Arab dan Timur Tengah,Bangsa gurun Timur Tengah
SAUS,benda,4,barang cair yang mengandung zat harum untuk menyedapkan rasa tembakau,Cairan kental penyedap makanan
BELA,aksi,4,jaga; pelihara,Melindungi dari bahaya
NIAT,benda,4,maksud atau tujuan suatu perbuatan,Maksud di dalam hati
LIGA,benda,4,"perserikatan (persekutuan, permusyawaratan) antara beberapa negara (misalnya Liga Bangsa-B",Kompetisi klub sepak bola
BAHU,benda,4,pangkat pembantu kepala desa,Bagian tubuh untuk memikul
JULI,benda,4,bulan ke-7 tarikh Masehi (31 hari),Bulan ketujuh tahun Masehi
SAKU,aksi,4,pisah,Kantong pada pakaian
CURI,aksi,4,ambil milik orang lain dengan diam-diam,Mengambil barang tanpa izin
KLAN,benda,4,kesatuan geneologis yang mempunyai kesatuan tempat tinggal dan menunjukkan adanya integras,Kelompok satu garis keturunan
IMAN,benda,4,kepercayaan (yang berkenaan dengan agama),Kepercayaan dalam beragama
NASI,benda,4,rezeki,Beras yang telah dimasak
JURU,benda,4,"orang yang pandai dalam suatu pekerjaan yang memerlukan latihan, kecakapan dan kecermatan",Orang ahli suatu pekerjaan
TEKS,benda,4,wacana tertulis,Rangkaian kata tertulis
ESOK,benda,4,kemudian hari; kelak; nanti,Hari setelah hari ini
RAPI,benda,4,Radio Antarpenduduk Indonesia,Tersusun teratur tidak berantakan
CUCU,benda,4,generasi ketiga atau keturunan kedua; anak dari anak,Anak dari anak kita
LAKI,benda,4,pria,Suami bagi seorang istri
MENU,benda,4,daftar perintah atau pilihan yang terdapat pada layar monitor komputer,Daftar hidangan yang tersedia
SESI,benda,4,sidang,Bagian waktu suatu acara
GONG,benda,4,acara dan sebagainya yang terakhir (yang menarik perhatian),Alat musik pukul besar
KOMA,benda,4,bagian yang seperti kabut di sekitar kepala komet (bintang berekor),Tanda baca pemisah kalimat
SING,benda,4,singkatan,Bentuk pendek suatu istilah
KUKU,benda,4,kekuasaan,Ujung keras pada jari
STAN,benda,4,mimbar; panggung,Kios kecil dalam pameran
SKOR,benda,4,"angka perolehan dalam tes (ujian, ulangan); biji",Angka hasil suatu pertandingan
AMAL,benda,4,perbuatan (baik atau buruk),Perbuatan baik berpahala
ARUS,benda,4,gerak air yang mengalir; aliran,Aliran air yang mengalir
ACAK,benda,4,penggambaran suatu pemilihan yang tidak dibatasi atau kalau dibatasi harus diwujudkan deng,Pilihan secara sembarang
ASAM,benda,4,buah asam,Rasa seperti cuka
KUNG,benda,4,tiruan bunyi gong dipukul atau bunyi anjing menggonggong,Tiruan bunyi benda dipukul
SERI,benda,4,ceri,Pertandingan berakhir sama kuat
KERA,benda,4,"perkakas atau alat tenun kain-kain kecil dan halus, seperti pita atau kaus lampu",Binatang pemanjat mirip monyet
BIRO,benda,4,kantor,Kantor pelayanan suatu jasa
UBAH,aksi,4,tukar; ganti,Membuat menjadi berbeda
TARA,benda,4,gambaran; angan-angan; imaji,Gambaran dalam angan
ATOM,benda,4,modern; mutakhir,Partikel terkecil materi
HELM,benda,4,topi gabus (pada umumnya berwarna putih),Pelindung kepala pengendara
SEPI,benda,4,buah jengkol yang sudah diawetkan (biasanya dengan cara dipendam di dalam tanah),Suasana lengang tanpa suara
DASI,benda,4,"perlengkapan pakaian semacam pita, dibuat dari sutra dan sebagainya, dipasang (dikalungkan",Pelengkap kemeja di leher
WALI,benda,4,kepala pemerintah dan sebagainya,Pelindung dan pengasuh
IRAK,benda,4,"negara yang terletak di Asia Barat Daya, beribu kota Bagdad",Negara beribu kota Bagdad
ULAH,benda,4,"tingkah laku, tindakan, sikap (menyalahi norma, aturan, adat)",Perbuatan menimbulkan masalah
KAOS,benda,4,keadaan kacau balau,Keadaan serba berantakan
AULA,benda,4,"ruang besar (di gedung sekolah dan sebagainya) untuk rapat, mengadakan upacara, dan sebaga",Ruang besar untuk acara
TARI,benda,4,"gerakan badan (tangan dan sebagainya) yang berirama, biasanya diiringi bunyi-bunyian (musi",Gerak tubuh berirama musik
VISI,benda,4,penglihatan; pengamatan,Pandangan jauh ke depan
SODA,benda,4,bahan kimia yang digunakan dalam pembuatan sabun dan sebagainya,Minuman berbuih menyegarkan
BUDI,benda,4,daya upaya; ikhtiar,Akhlak dan perangai baik
RING,benda,4,lingkaran,Arena pertandingan tinju
PALU,benda,4,alat untuk memukul paku; godam; martil,Alat pemukul paku
MAUT,benda,4,kematian (terutama tentang manusia),Akhir dari kehidupan
RABU,benda,4,paru-paru,Hari setelah Selasa
NABI,benda,4,orang yang menjadi pilihan Allah Swt. untuk menerima wahyu-Nya,Penerima wahyu Tuhan
RUGI,benda,4,sesuatu yang kurang baik (tidak menguntungkan); mudarat,Lawan kata untung
BIJI,benda,4,nilai,Bakal tumbuhan dalam buah
YARD,benda,4,"satuan ukuran panjang, sama dengan 3 kaki atau 0,914 m",Satuan panjang tiga kaki
KAUS,benda,4,busur,Baju oblong lengan pendek
AKAR,benda,4,asal mula; pokok; pangkal; yang menjadi sebab(-sebabnya),Bagian tumbuhan dalam tanah
KLIK,benda,4,kegiatan menekan dan melepas tombol,Menekan tombol tetikus
MODE,benda,4,mode transfer dalam perintah komputer yang dapat berupa aliran atau blok,Ragam gaya berpakaian
AKUN,benda,4,Akuntansi,Identitas pengguna daring
WERE,benda,4,"kepercayaan yang teguh kepada diri sendiri yang berlandaskan kejujuran, kebenaran, dan seb",Keyakinan teguh pada diri
JUDI,benda,4,"permainan dengan memakai uang atau barang berharga sebagai taruhan (seperti main dadu, kar",Taruhan uang berisiko
DRUM,benda,4,genderang; tambur,Alat musik tabuh
SERU,benda,4,kayu seru,Meriah dan mengasyikkan
DUGA,aksi,4,kira; sangka,Menerka sebuah kemungkinan
SOLO,benda,4,Surakarta,Tampil seorang diri
SURI,benda,4,sore,Contoh atau teladan
REGU,benda,4,golongan jenis,Kelompok kerja bersama
DUTA,benda,4,orang yang ditunjuk untuk mempromosikan sesuatu,Perwakilan resmi negara
JASA,benda,4,perbuatan yang memberikan segala sesuatu yang diperlukan orang lain; layanan; servis,Layanan bermanfaat bagi orang
DIET,benda,4,aturan makanan khusus untuk kesehatan dan sebagainya (biasanya atas petunjuk dokter),Pengaturan pola makan
IMAM,benda,4,padri,Pemimpin salat berjemaah
RAWA,benda,4,"tanah yang rendah (umumnya di daerah pantai) dan digenangi air, biasanya banyak terdapat t",Lahan basah berlumpur
LACI,aksi,4,membersihkan rumput dengan cara membuat saluran utk menyimpan rumput,Kotak tarik pada meja
BAKU,benda,4,tolok ukur yang berlaku untuk kuantitas atau kualitas yang ditetapkan berdasarkan kesepaka,Sesuai patokan resmi
BIUS,benda,4,"masyarakat wilayah yang besar di daerah Samosir, Sumatra Utara",Membuat mati rasa
MUAT,aksi,4,"ada di dalamnya, berisi, mengandung",Dapat menampung isi
NODA,benda,4,aib; cela; cacat,Bercak kotor mengganggu
BALA,benda,4,wuku ke-25,Bencana atau malapetaka
JONG,benda,4,tiruan perahu sebagai sarana upacara selamatan laut masyarakat Bangka Belitung,Perahu layar tradisional
ZERO,benda,4,angka nol; kosong; sifar,Bilangan tanpa nilai
LING,benda,4,ukuran isi sama dengan setengah cupak,Satuan takaran isi
ARIA,benda,4,nyanyian tunggal (kadang-kadang juga permainan musik) yang sendu dan dibawakan dengan penu,Nyanyian tunggal opera
SAPU,aksi,4,menyapu,Alat pembersih lantai
HANG,benda,4,tempat berlindung pemburu,Perangkat macet tak merespons
DROP,benda,4,"menurun dan melemah (tentang kesehatan, kinerja)",Kondisi tubuh menurun
JAGO,benda,4,juara; kampiun,Juara tak terkalahkan
PAKU,benda,4,nama yang dipakai untuk beberapa jenis tumbuhan yang membiak dengan spora; pakis,Tumbuhan berspora hijau
PREM,benda,4,"buah berbentuk bulat atau oval, berkulit halus, biasanya berwarna merah atau ungu dan terd",Buah bulat keunguan
HOBI,benda,4,"kegemaran; kesenangan istimewa pada waktu senggang, bukan pekerjaan utama",Kegiatan waktu senggang
CITA,benda,4,cipta,Impian masa depan
YUAN,benda,4,satuan mata uang Tiongkok,Uang negeri panda
BASE,benda,4,"ikatan padi yang besar, jumlahnya kira-kira 50 sampai 60 tangkai",Pangkalan atau markas
CABE,benda,4,cabai,Bumbu pedas merah
PITA,benda,4,jalur (kain dan sebagainya) yang panjang,Hiasan pembungkus kado
GALI,aksi,4,keduk; keruk,Buat lubang tanah
BATA,benda,4,benda yang berbentuk persegi panjang seperti kotak atau peti kecil,Blok merah bangunan
TERI,benda,4,segala sesuatu yang kecil atau tidak berharga,Ikan asin kecil
ERIK,benda,4,jerit; dering,Bunyi jeritan nyaring
ZOOM,benda,4,kelompok hewan yang diperlakukan sebagai suatu satuan ekologi,Perbesar gambar kamera
TIPU,benda,4,"perbuatan atau perkataan yang tidak jujur (bohong, palsu, dan sebagainya) dengan maksud un",Muslihat demi untung
PUNK,benda,4,"pemuda yang ikut gerakan menentang masyarakat yang mapan, dengan menyatakannya lewat musik",Musik anti kemapanan
UNGU,benda,4,merah tua bercampur biru,Warna terong matang
RUPA,benda,4,macam; jenis,Bentuk atau wajah
LABU,benda,4,buah labu,Sayur bulat oranye
TANG,benda,4,tiruan bunyi kaleng dipukul,Alat jepit logam
SARI,benda,4,bunga,Inti dari buah
BABE,benda,4,bapak; ayah,Panggilan untuk ayah
USUS,benda,4,alat pencernaan makanan di dalam perut (manusia atau hewan) yang bentuknya seperti pembulu,Saluran pencernaan panjang
LOBI,benda,4,area di gedung teater di antara auditorium dan pintu masuk,Ruang depan gedung
KAFE,benda,4,tempat minum kopi yang pengunjungnya dihibur dengan musik,Tempat nongkrong ngopi
YOGA,benda,4,"sistem filsafat Hindu yang bertujuan memusatkan pikiran, merenung, dan menguasai diri; med",Olah napas dan tubuh
SUAP,benda,4,uang sogok,Uang pelicin urusan
JATI,benda,4,kayu jati,Kayu keras berkualitas
EURO,benda,4,"satuan mata uang mayoritas negara-negara Uni Eropa dan beberapa negara lain, seperti Andor",Mata uang benua biru
IRAN,benda,4,"negara yang terletak di Asia Barat Daya, beribu kota di Teheran",Negara beribu kota Teheran
BETA,benda,4,sarung pengantin laki-laki,Versi awal aplikasi
RAGA,benda,4,badan; tubuh,Wadah bagi jiwa
