word,kelas,panjang,definisi,clue
TENAGA,benda,6,kegiatan bekerja (berusaha dan sebagainya),Kekuatan untuk bekerja
GUDANG,benda,6,rumah atau bangsal tempat menyimpan barang-barang,Tempat menyimpan barang
BONEKA,benda,6,tiruan anak untuk permainan; anak-anakan,Mainan wajah manusia
ALAMAT,benda,6,sasaran; tujuan,Petunjuk rumah
SEMBUH,aksi,6,"menjadi sehat kembali (tentang orang sakit, dari sakit atau penyakit); pulih",Bebas dari sakit
POTONG,benda,6,penggal; kerat,Hasil sayatan pisau
TOILET,benda,6,kamar kecil (kakus),Tempat buang hajat
PANTAT,benda,6,dubur; pelepasan,Bagian duduk tubuh
TUANKU,benda,6,tuan yang mulia (apabila menyebut atau berkata-kata kepada raja),Sapaan hormat raja
KACANG,benda,6,"tanaman yang ditanam di sawah atau di ladang, berbuah polong (macamnya banyak sekali)",Camilan polong-polongan
PASANG,aksi,6,pakai,Kenakan jam tangan
MENARA,benda,6,bangunan tinggi untuk mengawasi daerah sekitar atau yang menjadi petunjuk bagi kapal dan s,Penjaga langit kota
PROSES,benda,6,perkara dalam pengadilan,Tahapan sebuah kejadian
LEMARI,benda,6,"peti besar tempat menyimpan sesuatu (seperti buku, pakaian)",Rumah baju lipat
MINYAK,benda,6,"zat cair berlemak, biasanya kental, tidak larut dalam air, larut dalam eter dan alkohol, m",Cairan licin dapur
CAMPUR,aksi,6,berkumpul; bersama-sama,Satukan bahan berbeda
PABRIK,benda,6,bangunan dengan perlengkapan mesin tempat membuat atau memproduksi barang tertentu dalam j,Tempat produksi massal
SUMPAH,benda,6,janji atau ikrar yang teguh (akan menunaikan sesuatu),Janji suci diucap
MARKAS,benda,6,"tempat kedudukan pemimpin tentara (pandu, badan perjuangan, dan sebagainya)",Pusat komando pasukan
MONYET,benda,6,"primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, ber",Primata suka pisang
PERMEN,benda,6,gula-gula yang bau dan rasanya mengandung campuran minyak perangsang (dari tumbuhan),Camilan manis kecil
PANDAI,benda,6,tukang tempa,Otak cerdas berpikir
MANTRA,benda,6,kata atau frasa yang diulang-ulang untuk tujuan pengobatan,Ucapan sakti berulang
BANGSA,benda,6,macam; jenis,Kumpulan rakyat senegara
REMAJA,benda,6,pemuda,Usia belasan tahun
MAMPIR,aksi,6,singgah,Singgah sejenak
PARKIR,aksi,6,memarkir,Menaruh mobil diam
PUBLIK,benda,6,"orang banyak (umum); semua orang yang datang (menonton, mengunjungi, dan sebagainya)",Orang banyak menonton
LENGAN,benda,6,bagian benda yang menyerupai lengan,Penghubung bahu tangan
TOMBOL,benda,6,"tonjolan pada kulit (orang, binatang, kayu, dan sebagainya)",Pencet untuk menyala
SEPEDA,benda,6,"kendaraan beroda dua atau tiga, mempunyai setang, tempat duduk, dan sepasang pengayuh yang",Kendaraan roda dua kayuh
BERKAT,aksi,6,mendatangkan kebaikan; bermanfaat; berkah,Rahmat pemberi manfaat
KERING,benda,6,"tiruan bunyi bel berdering; tiruan bunyi �kring, kring�",Tanpa kandungan air
SERANG,aksi,6,menyerang,Gempur secara mendadak
KAMPUS,benda,6,"daerah lingkungan bangunan utama perguruan tinggi (universitas, akademi) tempat semua kegi",Area kuliah mahasiswa
SENYUM,benda,6,"gerak tawa ekspresif yang tidak bersuara untuk menunjukkan rasa senang, gembira, suka, dan",Lengkung bibir gembira
KAISAR,benda,6,maharaja; raja diraja,Penguasa tertinggi kerajaan
JADWAL,benda,6,pembagian waktu berdasarkan rencana pengaturan urutan kerja; daftar atau tabel kegiatan at,Daftar waktu kegiatan
SENIOR,benda,6,"orang yang lebih dahulu dalam hal pekerjaan, pengalaman, dan sebagainya",Lebih dulu berpengalaman
CARTER,aksi,6,sewa,Sewa kendaraan khusus
CONTOH,benda,6,"pola (untuk membatik, membuat pakaian, dan sebagainya)",Acuan buat ditiru
CERMIN,benda,6,sesuatu yang menjadi teladan atau pelajaran,Pantulan wajah kaca
PUNCAK,benda,6,titik sudut segitiga yang berhadapan dengan garis dasar,Titik tertinggi gunung
AFRIKA,benda,6,"benua yang terletak di sebelah selatan Eropa, sebelah barat Samudra Atlantik, dan sebelah",Benua sabana singa gajah
KUNING,benda,6,warna yang serupa dengan warna kunyit atau emas murni,Warna emas cerah
RUMPUT,benda,6,"nama kelompok tumbuhan yang berbatang kecil, batangnya beruas, daunnya sempit panjang, bun",Tanaman hijau lapangan
ITALIA,benda,6,"negara yang terletak di Eropa Selatan, beribu kota Roma",Negeri pizza dan pasta
PERSEN,benda,6,seperseratus,Angka dengan simbol %
TIARAP,aksi,6,merebahkan diri dengan dada ke bawah dan muka menelungkup (di tanah dan sebagainya),Merunduk dada ke tanah
MUNTAH,aksi,6,lepas dari,Keluarkan isi perut
BERKAS,benda,6,bundel (surat-surat),Kumpulan surat terikat
KANKER,benda,6,penyakit yang disebabkan oleh ketidakteraturan perjalanan hormon yang mengakibatkan tumbuh,Penyakit sel liar
DORONG,aksi,6,tolak (dari belakang atau depan); sorong,Tolak ke depan
RISIKO,benda,6,"akibat yang kurang menyenangkan (merugikan, membahayakan) dari suatu perbuatan atau tindak",Kemungkinan akibat buruk
TEMBOK,aksi,6,menembok,Dinding pembatas kokoh
ADEGAN,benda,6,bagian babak dalam lakon (sandiwara film),Bagian babak film
LOMPAT,aksi,6,"bergerak menjauhi permukaan secara horizontal (ke arah depan, samping, atau belakang) deng",Loncat menjauhi tanah
KREDIT,benda,6,sisi kanan neraca (di Indonesia),Cicilan pembayaran utang
BIDANG,benda,6,segi pandangan; aspek,Area suatu keahlian
AKIBAT,benda,6,"sesuatu yang merupakan akhir atau hasil suatu peristiwa (pembuatan, keputusan); persyarata",Hasil dari sebab
HIDUNG,benda,6,"alat pencium, penghirup, penghidu (letaknya di sebelah atas bibir)",Alat penciuman wajah
PARTAI,benda,6,kumpulan barang dagangan yang tidak tentu banyaknya,Organisasi politik pemilu
SIMBOL,benda,6,lambang,Lambang penuh makna
KOSTUM,benda,6,"pakaian khusus (dapat pula merupakan pakaian seragam) bagi perseorangan, regu olahraga, ro",Baju khusus pertunjukan
PATUNG,benda,6,empatung,Wujud manusia dari batu
GANGGU,aksi,6,goda; usik,Usik ketenangan orang
SYARAT,benda,6,segala sesuatu yang perlu untuk menyampaikan suatu maksud,Ketentuan wajib dipenuhi
TOPENG,benda,6,kepura-puraan untuk menutupi maksud sebenarnya; kedok,Penutup wajah palsu
TEKNIK,benda,6,metode atau sistem mengerjakan sesuatu,Cara ahli mengerjakan
LORONG,benda,6,jalan kecil (terutama yang ada rumah kiri-kanannya),Jalan sempit memanjang
TAMPIL,aksi,6,menampakkan diri; muncul,Muncul di depan umum
PIRING,benda,6,petak (sawah),Wadah makan bundar
SARANG,benda,6,ilmu penahan atau penunda turunnya hujan,Tempat tinggal burung
SOLUSI,benda,6,penyelesaian; pemecahan (masalah dan sebagainya); jalan keluar,Jalan keluar masalah
BENSIN,benda,6,minyak bumi yang mudah menguap dan mudah terbakar (dipakai sebagai bahan bakar mobil dan s,Bahan bakar kendaraan cair
DIVISI,benda,6,bagian dari suatu perusahaan besar,Bagian dari organisasi besar
RENANG,aksi,6,berenang,Bergerak di dalam air
YUNANI,benda,6,negeri dan bangsa di Eropa Selatan,Negeri dewa mitologi kuno
RITUAL,benda,6,tindakan seremonial,Upacara penuh makna
LINTAS,benda,6,trayek,Jalur kendaraan umum
SIDANG,benda,6,dewan; majelis,Rapat pengadilan resmi
PRODUK,benda,6,hasil kali,Barang keluaran pabrik
SUSTER,benda,6,juru rawat wanita; perawat,Perawat pakai seragam putih
KLASIK,benda,6,karya sastra yang bernilai tinggi serta langgeng dan sering dijadikan tolok ukur atau kary,Gaya lawas bernilai tinggi
PUSING,aksi,6,putar,Kepala terasa berputar
JUNIOR,benda,6,siswa atau mahasiswa yang tingkatannya lebih rendah; adik kelas; adik tingkat,Adik tingkat sekolah
PIDATO,benda,6,wacana yang disiapkan untuk diucapkan di depan khalayak,Wacana di depan umum
MODERN,benda,6,sikap dan cara berpikir serta cara bertindak sesuai dengan tuntutan zaman,Gaya hidup masa kini
STATUS,benda,6,"keadaan atau kedudukan (orang, badan, dan sebagainya) dalam hubungan dengan masyarakat di",Kedudukan sosial seseorang
KALUNG,benda,6,"perhiasan yang terbuat dari emas, perak, dan sebagainya yang dilingkarkan pada leher sebag",Perhiasan melingkar leher
SAMPEL,benda,6,sesuatu yang digunakan untuk menunjukkan sifat suatu kelompok yang lebih besar,Contoh kecil mewakili
REAKSI,benda,6,tanggapan (respons) terhadap suatu aksi,Tanggapan atas suatu aksi
MEDALI,benda,6,nama bunyi-bunyian seperti seruling,Penghargaan juara emas
LEMPAR,aksi,6,dorong sesuatu dengan tenaga ke depan melalui udara menggunakan gerakan tangan dan lengan;,Buang jauh pakai tangan
MEMORI,benda,6,peringatan; keterangan,Simpanan ingatan otak
DRAGON,benda,6,naga,Makhluk mitos penyembur api
PADANG,benda,6,tanah yang datar dan luas (tidak ditumbuhi pohon-pohon yang berkayu besar); lapangan,Tanah luas berumput
MUSEUM,benda,6,gedung yang digunakan sebagai tempat untuk pameran tetap benda-benda yang patut mendapat p,Gedung pameran benda kuno
RUNTUH,aksi,6,jatuh; gugur (tentang buah),Roboh hancur berkeping
SARUNG,aksi,6,menyarung,Kain lilit pinggang pria
RANTAI,benda,6,kalung,Mata besi bersambung
SELERA,benda,6,nafsu makan,Nafsu ingin makan
LENYAP,benda,6,kembang kecipir,Hilang tanpa jejak
LEMBAH,benda,6,"tanah rendah (di kiri kanan sungai, di kaki gunung); ngarai",Tanah rendah antar gunung
GORENG,aksi,6,masak dengan minyak,Masak pakai minyak panas
BUDAYA,benda,6,adat istiadat,Warisan turun-temurun leluhur
TERAPI,benda,6,usaha untuk memulihkan kesehatan orang yang sedang sakit; pengobatan penyakit; perawatan p,Pengobatan pemulihan kesehatan
GARASI,benda,6,rumah-rumahan atau bagian rumah tempat menyimpan (menaruh) mobil dan sebagainya; kandang m,Tempat parkir mobil rumah
MENTAL,benda,6,batin dan watak,Kondisi batin dan pikiran
CURIGA,benda,6,keris,Rasa tidak percaya
TERBIT,aksi,6,mulai timbul atau datang (dari),Matahari mulai muncul
TERJUN,aksi,6,melompat turun,Melompat dari ketinggian turun
KLINIK,benda,6,balai pengobatan khusus,Tempat berobat kecil
CACING,benda,6,"binatang kecil, melata, tidak berkaki, tubuhnya bulat atau pipih panjang dan tidak berangg",Hewan kecil penggembur tanah
AVATAR,benda,6,titisan atau manifestasi Tuhan untuk menyelamatkan darma dari adarma; awatara,Wujud digital diri kita
SELASA,benda,6,hari ke-3 dalam jangka waktu satu minggu,Hari setelah Senin
METODE,benda,6,"prinsip dan praktik pengajaran bahasa, misalnya metode langsung dan metode terjemahan",Cara sistematis melakukan sesuatu
STUDIO,benda,6,ruang yang dipakai untuk menyiarkan acara radio atau televisi,Ruang produksi siaran rekaman
KANADA,benda,6,"negara yang terletak di Amerika Utara, beribu kota Ottawa",Negeri lambang daun maple
HITUNG,aksi,6,"membilang (menjumlahkan, mengurangi, membagi, memperbanyakkan, dan sebagainya)",Jumlahkan angka bersama
ASRAMA,benda,6,"bangunan tempat tinggal bagi kelompok orang untuk sementara waktu, terdiri atas sejumlah k",Tempat tinggal bersama siswa
TEMPUR,aksi,6,menempur,Berperang di medan laga
PINJAM,aksi,6,meminjam,Ambil sementara lalu kembalikan
AUDISI,benda,6,tindakan mendengarkan secara kritis,Uji seleksi calon penampil
BOKONG,benda,6,pantat,Bagian tubuh untuk duduk
UNTUNG,benda,6,guna; manfaat; faedah,Laba hasil berdagang
SEKUTU,benda,6,serikat; gabungan; federasi,Mitra dalam gabungan
MILIAR,benda,6,satuan bilangan yang dilambangkan dengan sembilan nol (000.000.000) di belakang angka 1�99,Seribu juta jumlahnya
LUMPUR,benda,6,tanah lunak dan berair; tanah becek; luluk,Tanah becek berair
KONSER,benda,6,pertunjukan musik di depan umum,Pertunjukan musik langsung
TANGKI,benda,6,"wadah tempat menyimpan (menimbun) air, minyak tanah, dan sebagainya yang terbuat dari loga",Wadah besar penyimpan cairan
JANTAN,benda,6,gagah dan berani,Gagah dan pemberani
DOMPET,benda,6,"tempat uang yang terbuat dari kulit, plastik, dan sebagainya",Wadah kecil penyimpan uang
KIAMAT,aksi,6,berakhir; tidak akan muncul lagi,Hari akhir dunia
MERIAM,benda,6,"senjata berat yang larasnya besar dan panjang, pelurunya besar, sering diberi roda untuk m",Senjata berat berlaras besar
MANTEL,benda,6,bagian terbesar dari lapisan kulit bumi yang terdapat di antara inti dan kerak bumi,Pakaian luar penghangat tubuh
CEDERA,benda,6,khianat,Luka karena kecelakaan
EKSTRA,benda,6,sangat; luar biasa,Tambahan lebih dari biasa
TABUNG,benda,6,silinder (dalam mesin),Wadah berbentuk silinder
JANGKA,benda,6,ukuran waktu tertentu,Rentang waktu tertentu
BAGASI,benda,6,tempat khusus untuk barang (di mobil),Tempat barang di kendaraan
JAGUNG,benda,6,buah atau biji jagung,Bulir kuning pada tongkol
MANUAL,benda,6,buku petunjuk praktis tentang suatu jenis pekerjaan atau tentang cara kerja suatu alat ata,Dikerjakan langsung dengan tangan
TRAUMA,benda,6,luka pada tubuh atau fisik,Luka batin mendalam
SIRKUS,benda,6,pertunjukan hiburan yang mempertontonkan keterampilan berbagai binatang dan kemahiran pema,Pertunjukan akrobat dan hewan
GELANG,benda,6,ikan laut (banyak macamnya),Perhiasan lingkar di tangan
SEKTOR,benda,6,lingkungan suatu usaha,Bidang atau lingkungan usaha
DETAIL,benda,6,bagian yang kecil-kecil (sangat terperinci); segala hal ihwal,Rincian kecil dan cermat
LADANG,benda,6,"sumber ilham, pendapatan, dan sebagainya",Lahan pertanian kering
DESAIN,benda,6,motif; pola; corak,Rancangan pola atau corak
CABANG,benda,6,bagian yang terpecah atau terbelah dari pokoknya,Bagian memisah dari induk
KONTES,benda,6,perlombaan (kecantikan dan sebagainya),Perlombaan atau kompetisi
VAGINA,benda,6,saluran antara leher rahim dan alat kelamin perempuan; liang sanggama pada perempuan,Organ kelamin perempuan
ALERGI,benda,6,perubahan reaksi tubuh terhadap kuman-kuman penyakit,Reaksi tubuh terhadap pemicu
SUBJEK,benda,6,pelaku,Pelaku dalam kalimat
BURGER,benda,6,hamburger,Roti isi daging bundar
HANDUK,benda,6,kain yang mudah menyerap air sebagai penyeka badan; tuala,Kain pengering tubuh basah
KALENG,benda,6,besi tipis berlapis timah; belek,Wadah logam untuk kemasan
TEBING,benda,6,lereng gunung (bukit) seperti dinding terjal,Dinding tanah yang curam
ELEMEN,benda,6,alat pembangkit tenaga listrik secara kimia,Unsur atau bagian penyusun
BAWANG,benda,6,"tanaman umbi lapis yang digunakan dalam berbagai masakan, banyak macamnya",Umbi berlapis penyedap masakan
TOMBAK,benda,6,satuan ukuran panjang 12 kaki; cengkal,Senjata tajam bergagang panjang
SERVER,benda,6,peladen,Komputer pusat penyedia layanan
JEMPUT,aksi,6,pungut; kutip,Mengambil dan membawa pulang
METEOR,benda,6,lintasan terang di angkasa yang disebabkan oleh meteoroid yang masuk ke dalam atmosfer pla,Bintang jatuh berpijar
LANDAS,benda,6,alas; tumpuan,Alas sebagai tumpuan
PASPOR,benda,6,surat keterangan yang dikeluarkan oleh pemerintah untuk seorang warga negara yang akan men,Surat izin ke luar negeri
TEATER,benda,6,"gedung atau ruangan tempat pertunjukan film, sandiwara, dan sebagainya",Seni pertunjukan drama panggung
GRANAT,benda,6,senjata peledak yang dilemparkan (biasanya sebesar kepalan tangan),Bom kecil yang dilempar
ARMADA,benda,6,rombongan kapal dagang,Rombongan kapal atau kendaraan
KASINO,benda,6,rumah peranginan,Tempat perjudian besar
BETINA,benda,6,pasangan (bagi binatang jantan),Hewan berkelamin perempuan
BASKET,benda,6,lingkaran berjaring yang dipasang pada ketinggian tiga meter pada papan sebagai tempat mem,Olahraga bola ke keranjang
JURANG,benda,6,"lembah yang dalam dan sempit, serta curam dindingnya; lurah",Lembah dalam dan curam
KONSEP,benda,6,rancangan atau buram surat dan sebagainya,Rancangan atau gagasan awal
MAGNET,benda,6,daya rangsang,Benda penarik logam besi
SENDOK,benda,6,"alat yang digunakan sebagai pengganti tangan dalam mengambil sesuatu (seperti nasi), bentu",Alat makan cekung bertangkai
MATERI,benda,6,benda; bahan; segala sesuatu yang tampak,Bahan atau benda nyata
PORTAL,benda,6,tempat penjualan,Pintu gerbang utama
GEJALA,benda,6,"keadaan yang menjadi tanda-tanda akan timbulnya (terjadinya, berjangkitnya) sesuatu",Tanda awal suatu kejadian
KOMITE,benda,6,sejumlah orang yang ditunjuk untuk melaksanakan tugas tertentu oleh kelompok yang lebih be,Panitia pelaksana tugas khusus
FUNGSI,benda,6,kegunaan suatu hal,Kegunaan atau peran sesuatu
KARPET,benda,6,hamparan (tikar) penutup lantai yang dibuat dari bulu domba atau kain tebal; permadani; am,Hamparan kain penutup lantai
MUSLIM,benda,6,penganut agama Islam,Pemeluk agama Islam
PONDOK,benda,6,rumah (sebutan untuk merendahkan diri),Rumah kecil sederhana
SULTAN,benda,6,raja; baginda,Raja penguasa kerajaan Islam
GAIRAH,benda,6,"keinginan (hasrat, keberanian) yang kuat",Hasrat atau semangat kuat
DAMPAK,benda,6,benturan,Pengaruh atau akibat kejadian
MATANG,benda,6,tanah tinggi yang letaknya di tengah-tengah daerah datar atau berpaya-paya,Sudah masak siap disantap
KEMEJA,benda,6,"baju laki-laki, pada umumnya berkerah dan berkancing depan, terbuat dari katun, linen, dan",Baju pria berkerah berkancing
PORTER,benda,6,pramuantar,Kuli pengangkut barang
TERIAK,benda,6,seruan yang keras; pekik,Seruan keras dan nyaring
SENSOR,benda,6,yang menyensor,Penyaring adegan tayangan
BORGOL,benda,6,"alat untuk menahan tangan atau kaki, terbuat dari besi, berbentuk bulat, dapat ditutup dan",Pengikat tangan tahanan
NIKMAT,benda,6,pemberian atau karunia (dari Allah Swt.),Rasa enak menyenangkan
MAGANG,benda,6,calon ahli,Praktik kerja sambil belajar
BANJIR,aksi,6,datang (ada) banyak sekali,Genangan air meluap
FISIKA,benda,6,"ilmu tentang zat dan energi (seperti panas, cahaya, dan bunyi)",Ilmu gerak dan energi
PROFIL,benda,6,lukisan (gambar) orang dari samping,Tampak wajah dari samping
